Wavelength (nm),N2 Baseline,0.15P DMMP,0.25P DMMP,0.50P DMMP,0.15P DCP,0.25P DCP,0.50 DCP,0.15P EtOH,0.25P EtOH,0.50P EtOH,0.15P MeOH,0.25P MeOH,0.50P MeOH,0.15P Water,0.25P Water,0.50P Water
563.421,0.35754,3.27893,3.38131,3.5071,3.16553,6.00318,7.40575,-0.736222,2.34022,5.7738,8.57895,19.6135,28.8889,1.69038,6.73972,17.5358
563.777,0.358121,3.29018,3.39134,3.51526,3.16822,6.00281,7.41721,-0.739041,2.35407,5.81487,8.5949,19.6799,29.0191,1.69756,6.78069,17.6201
564.134,0.35873,3.30108,3.40126,3.52295,3.17126,6.00234,7.42838,-0.741739,2.36772,5.85563,8.61024,19.745,29.1479,1.70446,6.82129,17.7039
564.491,0.359366,3.3116,3.41106,3.53018,3.17464,6.00175,7.43923,-0.744312,2.38116,5.89607,8.62493,19.8088,29.2751,1.71107,6.86145,17.7871
564.847,0.360031,3.32174,3.42074,3.53697,3.17838,6.00103,7.44971,-0.746755,2.39438,5.93618,8.63898,19.8713,29.4008,1.71739,6.90112,17.8698
565.204,0.360723,3.33145,3.43026,3.54331,3.18246,6.00017,7.45978,-0.749066,2.40739,5.97594,8.65236,19.9325,29.5249,1.72342,6.94024,17.9519
565.56,0.361442,3.34072,3.43961,3.54922,3.18688,5.99914,7.4694,-0.751244,2.42016,6.01534,8.66506,19.9923,29.6473,1.72919,6.97875,18.0333
565.916,0.362187,3.34952,3.44876,3.55471,3.19162,5.99795,7.47853,-0.75329,2.43271,6.05436,8.67707,20.0508,29.768,1.73468,7.0166,18.1141
566.273,0.362958,3.35781,3.45769,3.55976,3.19669,5.99656,7.48714,-0.755205,2.44502,6.093,8.68839,20.1079,29.8869,1.73992,7.05374,18.1942
566.629,0.363753,3.36558,3.46638,3.56438,3.20208,5.99497,7.4952,-0.756992,2.45708,6.13123,8.69901,20.1636,30.0041,1.74491,7.09012,18.2735
566.985,0.364573,3.37278,3.47477,3.56856,3.20776,5.99316,7.50267,-0.758656,2.46888,6.16904,8.70891,20.218,30.1195,1.74967,7.12569,18.352
567.342,0.365416,3.37938,3.48285,3.57231,3.21372,5.99113,7.50953,-0.7602,2.48043,6.20643,8.7181,20.271,30.2331,1.7542,7.1604,18.4297
567.698,0.366282,3.38536,3.49057,3.5756,3.21995,5.98886,7.51575,-0.761631,2.49171,6.24337,8.72657,20.3225,30.3448,1.75854,7.19422,18.5066
568.054,0.367168,3.39067,3.4979,3.57843,3.22644,5.98634,7.52131,-0.762955,2.50271,6.27985,8.73432,20.3727,30.4546,1.76269,7.2271,18.5826
568.41,0.368075,3.39528,3.50479,3.58079,3.23315,5.98355,7.52618,-0.764179,2.51342,6.31587,8.74136,20.4214,30.5624,1.76666,7.25901,18.6578
568.766,0.369,3.39916,3.51119,3.58265,3.24007,5.98049,7.53035,-0.765309,2.52385,6.3514,8.74768,20.4688,30.6683,1.77049,7.28992,18.7321
569.122,0.369942,3.40227,3.51708,3.584,3.24718,5.97715,7.53379,-0.766355,2.53397,6.38643,8.75328,20.5147,30.7722,1.77419,7.31981,18.8055
569.478,0.3709,3.40458,3.52239,3.58482,3.25446,5.97351,7.5365,-0.767323,2.54379,6.42095,8.75817,20.5592,30.8741,1.77778,7.34864,18.878
569.834,0.371873,3.40605,3.52708,3.58508,3.26186,5.96957,7.53845,-0.768219,2.55329,6.45495,8.76235,20.6023,30.974,1.78129,7.3764,18.9495
570.19,0.372859,3.40666,3.53111,3.58476,3.26938,5.96531,7.53965,-0.769053,2.56246,6.48841,8.76584,20.644,31.0718,1.78472,7.40307,19.0201
570.546,0.373855,3.40637,3.53443,3.58383,3.27696,5.96074,7.54008,-0.769829,2.5713,6.52131,8.76862,20.6842,31.1675,1.78811,7.42864,19.0898
570.902,0.374862,3.40516,3.537,3.58226,3.2846,5.95583,7.53973,-0.770553,2.57981,6.55365,8.77072,20.7231,31.2611,1.79147,7.45311,19.1585
571.258,0.375876,3.40299,3.53875,3.58001,3.29224,5.95058,7.53859,-0.771231,2.58797,6.58541,8.77213,20.7605,31.3526,1.79483,7.47648,19.2263
571.613,0.376897,3.39985,3.53966,3.57706,3.29985,5.94498,7.53667,-0.771867,2.59577,6.61657,8.77287,20.7965,31.4419,1.7982,7.49875,19.2931
571.969,0.377922,3.39571,3.53968,3.57338,3.3074,5.93902,7.53396,-0.772463,2.60322,6.64712,8.77293,20.8311,31.5291,1.80161,7.51992,19.359
572.325,0.378949,3.39054,3.53877,3.56892,3.31484,5.93268,7.53046,-0.773021,2.61031,6.67704,8.77234,20.8643,31.614,1.80508,7.54001,19.424
572.68,0.379977,3.38434,3.53688,3.56367,3.32214,5.92597,7.52616,-0.773543,2.61703,6.70633,8.7711,20.896,31.6968,1.80862,7.55903,19.488
573.036,0.381004,3.37708,3.53398,3.55757,3.32924,5.91886,7.52108,-0.774026,2.62337,6.73496,8.76921,20.9263,31.7774,1.81225,7.57701,19.5511
573.391,0.382027,3.36876,3.53003,3.5506,3.33611,5.91136,7.5152,-0.77447,2.62934,6.76292,8.76668,20.9552,31.8557,1.81599,7.59397,19.6132
573.747,0.383046,3.35937,3.52501,3.54273,3.34271,5.90343,7.50853,-0.774871,2.63493,6.7902,8.76353,20.9827,31.9318,1.81986,7.60994,19.6744
574.102,0.384057,3.34891,3.51888,3.53393,3.34897,5.89509,7.50108,-0.775223,2.64014,6.81677,8.75975,21.0087,32.0056,1.82386,7.62496,19.7347
574.458,0.38506,3.33736,3.51162,3.52417,3.35486,5.8863,7.49283,-0.775522,2.64496,6.84263,8.75536,21.0333,32.0771,1.82801,7.63905,19.7941
574.813,0.386052,3.32474,3.5032,3.51341,3.36032,5.87706,7.4838,-0.77576,2.6494,6.86776,8.75037,21.0564,32.1463,1.83231,7.65227,19.8526
575.168,0.387031,3.31104,3.49362,3.50164,3.3653,5.86736,7.47399,-0.775929,2.65345,6.89214,8.74478,21.0781,32.2133,1.83679,7.66465,19.9102
575.524,0.387995,3.29629,3.48286,3.48882,3.36976,5.85718,7.46339,-0.77602,2.6571,6.91576,8.73859,21.0983,32.2779,1.84143,7.67624,19.9669
575.879,0.388943,3.28048,3.4709,3.47495,3.37363,5.84651,7.452,-0.776023,2.66036,6.93861,8.73183,21.1171,32.3402,1.84626,7.68709,20.0227
576.234,0.389873,3.26363,3.45775,3.46,3.37688,5.83533,7.43984,-0.775926,2.66323,6.96066,8.72449,21.1343,32.4002,1.85127,7.69726,20.0777
576.589,0.390783,3.24577,3.44341,3.44396,3.37944,5.82362,7.42688,-0.77572,2.6657,6.9819,8.71658,21.1501,32.4578,1.85645,7.70679,20.1317
576.944,0.39167,3.22691,3.42788,3.42682,3.38126,5.81138,7.41315,-0.775393,2.66778,7.00232,8.70811,21.1645,32.5131,1.86182,7.71575,20.1849
577.299,0.392535,3.20708,3.41116,3.40856,3.3823,5.79858,7.39862,-0.774933,2.66945,7.0219,8.69908,21.1773,32.566,1.86737,7.72418,20.2373
577.654,0.393374,3.1863,3.39328,3.3892,3.38251,5.78521,7.38329,-0.77433,2.67073,7.04063,8.68951,21.1886,32.6166,1.87309,7.73215,20.2888
578.009,0.394186,3.16461,3.37425,3.36872,3.38183,5.77126,7.36717,-0.773573,2.67159,7.05849,8.6794,21.1984,32.6647,1.87898,7.73971,20.3394
578.364,0.394971,3.14203,3.35409,3.34714,3.38021,5.7567,7.35025,-0.772652,2.67205,7.07547,8.66877,21.2067,32.7104,1.88502,7.74693,20.3892
578.719,0.395725,3.11859,3.33283,3.32445,3.37762,5.74151,7.33251,-0.771558,2.67209,7.09155,8.65761,21.2135,32.7537,1.89121,7.75385,20.4381
579.074,0.396449,3.09434,3.3105,3.30068,3.37402,5.7257,7.31395,-0.770283,2.67172,7.10672,8.64594,21.2188,32.7946,1.89754,7.76054,20.4862
579.429,0.39714,3.06931,3.28714,3.27585,3.36935,5.70922,7.29456,-0.768821,2.67092,7.12097,8.63378,21.2225,32.8331,1.90398,7.76705,20.5334
579.783,0.397797,3.04354,3.26277,3.24996,3.36358,5.69208,7.27433,-0.767168,2.66969,7.13428,8.62112,21.2247,32.8691,1.91054,7.77343,20.5798
580.138,0.39842,3.01707,3.23745,3.22306,3.35668,5.67425,7.25325,-0.765321,2.66801,7.14664,8.60798,21.2253,32.9026,1.91718,7.77973,20.6253
580.493,0.399007,2.98994,3.21121,3.19516,3.34862,5.65572,7.23131,-0.763278,2.66589,7.15804,8.59438,21.2243,32.9336,1.92389,7.78601,20.6699
580.847,0.399557,2.96218,3.1841,3.16631,3.33937,5.63646,7.20848,-0.761042,2.66331,7.16846,8.58033,21.2218,32.9622,1.93066,7.7923,20.7137
581.202,0.40007,2.93385,3.15618,3.13653,3.3289,5.61648,7.18476,-0.758617,2.66026,7.1779,8.56584,21.2177,32.9882,1.93747,7.79865,20.7566
581.557,0.400544,2.90498,3.12748,3.10588,3.31721,5.59575,7.16014,-0.756008,2.65673,7.18635,8.55093,21.212,33.0118,1.94429,7.8051,20.7986
581.911,0.40098,2.87561,3.09807,3.07438,3.30427,5.57426,7.13459,-0.753225,2.6527,7.19379,8.53561,21.2047,33.0327,1.95111,7.81168,20.8397
582.265,0.401376,2.84579,3.068,3.04209,3.29007,5.552,7.1081,-0.75028,2.64815,7.20022,8.5199,21.1958,33.0512,1.9579,7.81841,20.8798
582.62,0.401732,2.81555,3.03732,3.00907,3.27462,5.52895,7.08065,-0.747185,2.64309,7.20563,8.50383,21.1853,33.067,1.96466,7.82533,20.9191
582.974,0.402048,2.78494,3.00609,2.97535,3.25791,5.5051,7.05222,-0.74396,2.63748,7.21001,8.4874,21.1732,33.0803,1.97134,7.83246,20.9574
583.329,0.402323,2.754,2.97436,2.941,3.23995,5.48045,7.02281,-0.740622,2.63131,7.21335,8.47064,21.1595,33.091,1.97795,7.83979,20.9947
583.683,0.402558,2.72277,2.94221,2.90607,3.22075,5.45499,6.99239,-0.737194,2.62457,7.21565,8.45357,21.1441,33.0991,1.98445,7.84736,21.0311
584.037,0.402752,2.69127,2.90967,2.87063,3.20033,5.4287,6.96095,-0.733699,2.61723,7.21691,8.43621,21.1271,33.1045,1.99083,7.85515,21.0664
584.391,0.402906,2.65956,2.87681,2.83472,3.17872,5.40159,6.92847,-0.730166,2.60929,7.21711,8.41858,21.1085,33.1073,1.99707,7.86316,21.1007
584.745,0.403019,2.62766,2.84368,2.79842,3.15594,5.37364,6.89494,-0.726621,2.60071,7.21626,8.4007,21.0882,33.1074,2.00315,7.87139,21.134
585.099,0.403092,2.59562,2.81034,2.76178,3.13202,5.34485,6.86034,-0.723096,2.59148,7.21436,8.3826,21.0662,33.1049,2.00907,7.87982,21.1662
585.453,0.403126,2.56346,2.77685,2.72487,3.10701,5.31523,6.82467,-0.719623,2.58158,7.21139,8.3643,21.0426,33.0997,2.01479,7.88844,21.1973
585.807,0.40312,2.53121,2.74325,2.68774,3.08095,5.28476,6.78792,-0.716233,2.571,7.20737,8.34582,21.0173,33.0918,2.02032,7.89721,21.2272
586.161,0.403076,2.49892,2.70961,2.65046,3.05389,5.25345,6.75007,-0.712963,2.55972,7.2023,8.32719,20.9903,33.0812,2.02564,7.9061,21.256
586.515,0.402994,2.4666,2.67596,2.61309,3.02588,5.2213,6.71113,-0.709846,2.54771,7.19616,8.30841,20.9617,33.0679,2.03073,7.91508,21.2835
586.869,0.402875,2.43428,2.64235,2.5757,2.99698,5.18831,6.67109,-0.706918,2.53497,7.18898,8.28952,20.9313,33.0518,2.03558,7.92411,21.3099
587.223,0.402719,2.402,2.60884,2.53833,2.96726,5.15449,6.62994,-0.704214,2.52148,7.18075,8.27054,20.8993,33.0331,2.0402,7.93314,21.335
587.577,0.402529,2.36978,2.57547,2.50105,2.93679,5.11984,6.5877,-0.701769,2.50723,7.17147,8.25147,20.8656,33.0116,2.04456,7.94211,21.3587
587.931,0.402304,2.33764,2.54228,2.46391,2.90562,5.08437,6.54436,-0.699617,2.4922,7.16115,8.23235,20.8301,32.9873,2.04867,7.95099,21.3812
588.284,0.402045,2.30561,2.5093,2.42697,2.87384,5.04809,6.49994,-0.697791,2.47638,7.1498,8.21318,20.793,32.9603,2.05251,7.9597,21.4022
588.638,0.401755,2.27372,2.47658,2.39028,2.84152,5.011,6.45445,-0.696324,2.45977,7.13743,8.19397,20.7542,32.9306,2.05609,7.96818,21.4218
588.991,0.401434,2.24197,2.44415,2.35388,2.80874,4.97313,6.4079,-0.695244,2.44235,7.12404,8.17475,20.7136,32.8981,2.0594,7.97638,21.44
589.345,0.401083,2.2104,2.41204,2.31782,2.77558,4.93447,6.36031,-0.694582,2.42413,7.10964,8.15551,20.6714,32.8629,2.06244,7.98423,21.4567
589.699,0.400704,2.17903,2.38028,2.28216,2.74211,4.89506,6.3117,-0.694361,2.40509,7.09425,8.13627,20.6275,32.8249,2.06521,7.99165,21.4718
590.052,0.400298,2.14787,2.34891,2.24691,2.70843,4.85489,6.2621,-0.694606,2.38524,7.07787,8.11703,20.5819,32.7842,2.0677,7.99859,21.4854
590.405,0.399867,2.11694,2.31793,2.21213,2.6746,4.81399,6.21154,-0.695337,2.36459,7.06052,8.09779,20.5345,32.7407,2.06992,8.00496,21.4973
590.759,0.399412,2.08626,2.28739,2.17784,2.64071,4.77237,6.16004,-0.696572,2.34313,7.0422,8.07854,20.4855,32.6944,2.07186,8.01071,21.5075
591.112,0.398934,2.05585,2.25728,2.14408,2.60685,4.73006,6.10765,-0.698324,2.32086,7.02294,8.05929,20.4349,32.6455,2.07353,8.01576,21.516
591.465,0.398435,2.02572,2.22764,2.11086,2.57307,4.68707,6.0544,-0.700605,2.29781,7.00274,8.04003,20.3825,32.5938,2.07493,8.02005,21.5228
591.819,0.397916,1.99588,2.19848,2.07821,2.53947,4.64342,6.00033,-0.703421,2.27398,6.98162,8.02074,20.3285,32.5393,2.07605,8.02351,21.5278
592.172,0.397379,1.96636,2.1698,2.04616,2.50612,4.59914,5.94548,-0.706778,2.24938,6.9596,8.00142,20.2728,32.4822,2.0769,8.02609,21.5309
592.525,0.396825,1.93716,2.14162,2.01471,2.47308,4.55426,5.88991,-0.710674,2.22402,6.93669,7.98205,20.2155,32.4223,2.07748,8.02772,21.5322
592.878,0.396256,1.9083,2.11395,1.98387,2.44041,4.50879,5.83366,-0.715107,2.19794,6.91291,7.9626,20.1566,32.3597,2.07779,8.02834,21.5315
593.231,0.395673,1.87979,2.08678,1.95365,2.4082,4.46276,5.77678,-0.720069,2.17114,6.88827,7.94306,20.096,32.2944,2.07783,8.02791,21.5288
593.584,0.395078,1.85163,2.06013,1.92405,2.37648,4.4162,5.71933,-0.725551,2.14364,6.86279,7.92339,20.0339,32.2264,2.0776,8.02639,21.5242
593.937,0.394471,1.82384,2.03398,1.89507,2.34532,4.36913,5.66136,-0.731538,2.11548,6.83649,7.90358,19.9702,32.1556,2.07709,8.02372,21.5176
594.29,0.393855,1.79643,2.00834,1.86671,2.31477,4.32159,5.60292,-0.738013,2.08667,6.80938,7.8836,19.9049,32.0822,2.07631,8.01987,21.5088
594.643,0.39323,1.76939,1.9832,1.83896,2.28486,4.2736,5.54407,-0.744957,2.05725,6.78148,7.86339,19.838,32.0062,2.07526,8.01482,21.498
594.996,0.392598,1.74275,1.95856,1.8118,2.25564,4.2252,5.48487,-0.752345,2.02724,6.75282,7.84295,19.7696,31.9274,2.07394,8.00854,21.4851
595.349,0.39196,1.71649,1.9344,1.78523,2.22714,4.17641,5.42538,-0.760154,1.99667,6.7234,7.82222,19.6997,31.8459,2.07234,8.00101,21.47
595.702,0.391316,1.69063,1.91072,1.75922,2.19938,4.12727,5.36564,-0.768354,1.96558,6.69324,7.80116,19.6283,31.7618,2.07046,7.99222,21.4528
596.054,0.390668,1.66517,1.88749,1.73376,2.1724,4.07781,5.30572,-0.776916,1.93399,6.66237,7.77975,19.5555,31.675,2.06831,7.98218,21.4334
596.407,0.390017,1.6401,1.86471,1.70881,2.14619,4.02807,5.24567,-0.785807,1.90195,6.6308,7.75793,19.4812,31.5855,2.06587,7.97087,21.4119
596.76,0.389363,1.61542,1.84235,1.68437,2.12079,3.97807,5.18554,-0.794995,1.86947,6.59854,7.73566,19.4054,31.4933,2.06315,7.95832,21.3881
597.112,0.388708,1.59113,1.8204,1.66038,2.09619,3.92786,5.12539,-0.804445,1.8366,6.56562,7.71289,19.3282,31.3985,2.06015,7.94454,21.3622
597.465,0.388051,1.56723,1.79884,1.63684,2.07238,3.87746,5.06527,-0.814121,1.80337,6.53204,7.6896,19.2496,31.301,2.05686,7.92954,21.3341
597.817,0.387394,1.5437,1.77764,1.6137,2.04937,3.82692,5.00522,-0.823988,1.76982,6.49783,7.66572,19.1696,31.2008,2.05329,7.91337,21.3038
598.17,0.386736,1.52054,1.75678,1.59094,2.02715,3.77628,4.94529,-0.83401,1.73598,6.463,7.64122,19.0883,31.0979,2.04944,7.89606,21.2713
598.522,0.386078,1.49774,1.73623,1.56851,2.00569,3.72556,4.88552,-0.84415,1.70188,6.42757,7.61605,19.0056,30.9923,2.0453,7.87765,21.2367
598.875,0.385421,1.47529,1.71598,1.54638,1.98499,3.67481,4.82596,-0.854372,1.66756,6.39155,7.59017,18.9215,30.884,2.04089,7.85819,21.2
599.227,0.384763,1.45317,1.69598,1.52453,1.96501,3.62407,4.76663,-0.864643,1.63304,6.35495,7.56354,18.8361,30.7731,2.03619,7.83774,21.1613
599.579,0.384105,1.43137,1.67621,1.5029,1.94573,3.57337,4.70758,-0.874928,1.59838,6.31779,7.53611,18.7494,30.6594,2.03122,7.81634,21.1204
599.932,0.383447,1.40986,1.65664,1.48147,1.92711,3.52275,4.64883,-0.885195,1.56358,6.28008,7.50784,18.6614,30.5429,2.02599,7.79407,21.0776
600.284,0.382788,1.38865,1.63725,1.46021,1.90913,3.47225,4.59042,-0.895413,1.5287,6.24184,7.4787,18.5721,30.4238,2.02049,7.77098,21.0327
600.636,0.382128,1.3677,1.61799,1.43906,1.89175,3.42191,4.53236,-0.905553,1.49374,6.20306,7.44866,18.4815,30.3019,2.01474,7.74716,20.986
600.988,0.381467,1.34699,1.59885,1.418,1.87492,3.37177,4.47468,-0.915587,1.45875,6.16378,7.41766,18.3896,30.1773,2.00875,7.72266,20.9374
601.34,0.380803,1.32651,1.57979,1.397,1.85861,3.32186,4.4174,-0.925491,1.42375,6.12398,7.38569,18.2964,30.0499,2.00252,7.69758,20.887
601.692,0.380135,1.30624,1.56078,1.37602,1.84278,3.27222,4.36053,-0.935242,1.38876,6.0837,7.35271,18.2019,29.9198,1.99608,7.67197,20.8349
602.044,0.379463,1.28614,1.54179,1.35503,1.82737,3.2229,4.30408,-0.944819,1.35381,6.04292,7.3187,18.1061,29.7869,1.98943,7.64592,20.7812
602.396,0.378786,1.26621,1.52279,1.33401,1.81235,3.17392,4.24807,-0.954206,1.31892,6.00166,7.28362,18.009,29.6512,1.9826,7.6195,20.7258
602.748,0.378102,1.24641,1.50376,1.31291,1.79768,3.12533,4.19249,-0.963387,1.28412,5.95993,7.24746,17.9106,29.5127,1.97559,7.59279,20.6689
603.1,0.37741,1.22672,1.48467,1.29173,1.78329,3.07715,4.13736,-0.97235,1.24941,5.91773,7.2102,17.811,29.3714,1.96843,7.56587,20.6106
603.451,0.376708,1.20713,1.46549,1.27043,1.76917,3.02943,4.08268,-0.981085,1.21482,5.87507,7.17182,17.71,29.2274,1.96113,7.53879,20.5509
603.803,0.375995,1.1876,1.44619,1.24899,1.75525,2.98219,4.02845,-0.989586,1.18036,5.83196,7.1323,17.6077,29.0805,1.95372,7.51165,20.4899
604.155,0.37527,1.16813,1.42676,1.2274,1.7415,2.93547,3.97465,-0.997848,1.14605,5.78839,7.09163,17.5041,28.9309,1.94623,7.4845,20.4278
604.507,0.37453,1.14867,1.40718,1.20564,1.72787,2.8893,3.9213,-1.00587,1.11189,5.74436,7.04981,17.3992,28.7784,1.93866,7.4574,20.3645
604.858,0.373773,1.12923,1.38742,1.18369,1.71432,2.8437,3.86839,-1.01365,1.07791,5.69989,7.00682,17.293,28.6231,1.93105,7.43041,20.3001
605.21,0.372998,1.10978,1.36747,1.16154,1.70083,2.79871,3.81591,-1.0212,1.04409,5.65498,6.96267,17.1854,28.4651,1.92342,7.4036,20.2349
605.561,0.372203,1.09029,1.34732,1.1392,1.68734,2.75436,3.76385,-1.02852,1.01046,5.60961,6.91735,17.0765,28.3042,1.9158,7.377,20.1687
605.913,0.371386,1.07076,1.32696,1.11664,1.67382,2.71065,3.71221,-1.03562,0.977016,5.56381,6.87087,16.9662,28.1406,1.9082,7.35066,20.1018
606.264,0.370543,1.05116,1.30637,1.09388,1.66025,2.66762,3.66098,-1.0425,0.943759,5.51755,6.82322,16.8546,27.9742,1.90066,7.32462,20.0341
606.616,0.369674,1.03149,1.28555,1.07091,1.64658,2.62529,3.61016,-1.04919,0.91069,5.47085,6.77442,16.7417,27.805,1.89318,7.29891,19.9658
606.967,0.368776,1.01174,1.2645,1.04773,1.6328,2.58367,3.55973,-1.05569,0.877811,5.42371,6.72448,16.6274,27.6331,1.88581,7.27355,19.8968
607.318,0.367847,0.991888,1.24321,1.02435,1.61887,2.54278,3.50969,-1.06202,0.845117,5.37611,6.6734,16.5118,27.4584,1.87855,7.24857,19.8274
607.67,0.366884,0.971931,1.22169,1.00077,1.60477,2.50263,3.46003,-1.06821,0.812606,5.32807,6.62121,16.3948,27.2811,1.87143,7.22397,19.7575
608.021,0.365886,0.951864,1.19994,0.97702,1.59048,2.46323,3.41075,-1.07426,0.780273,5.27957,6.56791,16.2764,27.101,1.86447,7.19977,19.6872
608.372,0.364849,0.93168,1.17797,0.9531,1.57598,2.4246,3.36184,-1.08019,0.74811,5.23061,6.51352,16.1568,26.9183,1.85768,7.17595,19.6165
608.723,0.363772,0.911377,1.15579,0.929028,1.56125,2.38672,3.3133,-1.08603,0.716111,5.18119,6.45807,16.0358,26.733,1.85107,7.15251,19.5454
609.074,0.362652,0.890953,1.1334,0.904822,1.54628,2.34962,3.26513,-1.0918,0.684264,5.13132,6.40158,15.9134,26.5451,1.84466,7.12944,19.4741
609.425,0.361487,0.870408,1.11083,0.880501,1.53104,2.31329,3.21733,-1.09752,0.652562,5.08098,6.34407,15.7898,26.3547,1.83846,7.10672,19.4025
609.776,0.360275,0.849744,1.0881,0.856086,1.51553,2.27772,3.16989,-1.10322,0.620992,5.03017,6.28556,15.6649,26.1617,1.83248,7.08432,19.3306
610.127,0.359014,0.828964,1.06521,0.8316,1.49974,2.24292,3.12281,-1.1089,0.589542,4.97888,6.22608,15.5388,25.9663,1.82671,7.0622,19.2585
610.478,0.357701,0.808072,1.04218,0.807066,1.48366,2.20888,3.07611,-1.1146,0.5582,4.92713,6.16567,15.4114,25.7684,1.82116,7.04034,19.1862
610.829,0.356335,0.787074,1.01905,0.782509,1.46728,2.17559,3.02977,-1.12035,0.526952,4.87489,6.10434,15.2828,25.5682,1.81583,7.01868,19.1136
611.18,0.354913,0.765975,0.995833,0.757954,1.45059,2.14303,2.98382,-1.12615,0.495784,4.82218,6.04213,15.153,25.3657,1.8107,6.99718,19.0408
611.531,0.353434,0.744782,0.972551,0.733427,1.4336,2.11121,2.93824,-1.13203,0.464682,4.76898,5.97907,15.0221,25.1609,1.80578,6.97579,18.9677
611.881,0.351897,0.723505,0.94923,0.708955,1.41629,2.08009,2.89306,-1.13802,0.433631,4.71529,5.91519,14.89,24.9539,1.80105,6.95446,18.8944
612.232,0.350298,0.702149,0.925896,0.684565,1.39867,2.04967,2.84827,-1.14413,0.402616,4.66112,5.85054,14.7569,24.7448,1.79649,6.93312,18.8207
612.583,0.348637,0.680725,0.902574,0.660281,1.38073,2.01992,2.80389,-1.15038,0.371623,4.60645,5.78513,14.6228,24.5336,1.79209,6.91172,18.7466
612.933,0.346913,0.659241,0.879289,0.636132,1.36248,1.99083,2.75993,-1.15679,0.340637,4.5513,5.71901,14.4876,24.3204,1.78782,6.89019,18.6721
613.284,0.345124,0.637706,0.856069,0.612141,1.34392,1.96238,2.71639,-1.16338,0.309644,4.49565,5.6522,14.3515,24.1053,1.78366,6.86848,18.5972
613.634,0.343268,0.616127,0.832936,0.588335,1.32504,1.93454,2.6733,-1.17016,0.27863,4.4395,5.58476,14.2145,23.8883,1.77957,6.84651,18.5218
613.985,0.341346,0.594514,0.809916,0.564736,1.30585,1.90729,2.63065,-1.17716,0.247581,4.38287,5.51671,14.0767,23.6695,1.77553,6.82422,18.4458
614.335,0.339355,0.572874,0.787033,0.541369,1.28636,1.88061,2.58847,-1.18437,0.216485,4.32574,5.44809,13.938,23.449,1.77151,6.80155,18.3692
614.686,0.337296,0.551215,0.764309,0.518255,1.26656,1.85447,2.54676,-1.19183,0.185329,4.26812,5.37893,13.7987,23.2269,1.76746,6.77843,18.2918
615.036,0.335168,0.529542,0.741764,0.495415,1.24646,1.82885,2.50553,-1.19952,0.154103,4.21001,5.30928,13.6586,23.0033,1.76334,6.7548,18.2137
615.386,0.332969,0.507862,0.71942,0.472867,1.22608,1.80372,2.46481,-1.20748,0.122797,4.15142,5.23917,13.5178,22.7782,1.75912,6.7306,18.1348
615.736,0.330702,0.486181,0.697293,0.450631,1.20541,1.77905,2.4246,-1.21569,0.0914015,4.09234,5.16863,13.3765,22.5517,1.75475,6.70576,18.0549
616.087,0.328364,0.464502,0.675402,0.428721,1.18446,1.75482,2.38491,-1.22418,0.0599089,4.03278,5.09771,13.2346,22.3239,1.75018,6.68024,17.974
616.437,0.325956,0.44283,0.65376,0.407154,1.16325,1.731,2.34575,-1.23294,0.0283129,3.97275,5.02643,13.0923,22.0949,1.74537,6.65398,17.8921
616.787,0.32348,0.421167,0.632381,0.385941,1.14178,1.70757,2.30713,-1.24198,-0.00339161,3.91225,4.95484,12.9495,21.8647,1.74028,6.62692,17.8089
617.137,0.320934,0.399515,0.611276,0.365094,1.12006,1.68451,2.26907,-1.2513,-0.0352082,3.85129,4.88297,12.8063,21.6335,1.73484,6.59902,17.7246
617.487,0.31832,0.377876,0.590454,0.344623,1.09811,1.66178,2.23157,-1.2609,-0.067139,3.78987,4.81085,12.6628,21.4014,1.72902,6.57023,17.6389
617.837,0.315638,0.356251,0.569922,0.324537,1.07594,1.63936,2.19464,-1.27078,-0.0991845,3.72801,4.73852,12.519,21.1684,1.72275,6.54053,17.5519
618.187,0.31289,0.33464,0.549687,0.304842,1.05356,1.61723,2.15828,-1.28094,-0.131344,3.66571,4.666,12.3749,20.9346,1.71601,6.50986,17.4634
618.537,0.310077,0.313042,0.529753,0.285542,1.03098,1.59536,2.12251,-1.29137,-0.163614,3.60298,4.59334,12.2307,20.7001,1.70873,6.4782,17.3734
618.886,0.307199,0.291457,0.510121,0.266643,1.00823,1.57374,2.08731,-1.30207,-0.195992,3.53983,4.52056,12.0862,20.4649,1.70086,6.44552,17.2817
619.236,0.30426,0.269885,0.490792,0.248146,0.985326,1.55234,2.05271,-1.31303,-0.228471,3.47628,4.44769,11.9417,20.2292,1.69236,6.4118,17.1884
619.586,0.30126,0.248324,0.471765,0.230052,0.962281,1.53114,2.0187,-1.32424,-0.261044,3.41232,4.37477,11.7971,19.993,1.68319,6.37702,17.0935
619.936,0.298201,0.226774,0.453037,0.212361,0.939119,1.51012,1.98528,-1.3357,-0.293702,3.34799,4.30181,11.6525,19.7565,1.6733,6.34117,16.9967
620.285,0.295085,0.205233,0.434607,0.195071,0.915862,1.48926,1.95244,-1.34738,-0.326435,3.28328,4.22885,11.5078,19.5196,1.66265,6.30423,16.8981
620.635,0.291914,0.183703,0.416468,0.178182,0.892533,1.46855,1.92019,-1.35929,-0.359231,3.21822,4.15591,11.3632,19.2824,1.6512,6.26621,16.7977
