Wavelength (nm),N2 Baseline,0.15P DMMP,0.25P DMMP,0.50P DMMP,0.15P DCP,0.25P DCP,0.50 DCP,0.15P EtOH,0.25P EtOH,0.50P EtOH,0.15P MeOH,0.25P MeOH,0.50P MeOH,0.15P Water,0.25P Water,0.50P Water
758.362,0.275743,-0.301894,0.364953,0.331887,0.61533,1.07618,1.37453,-3.56057,-5.70924,-6.36344,-0.167027,2.26859,2.73766,-1.62529,-0.7576,-2.35756
758.692,0.276789,-0.298918,0.37006,0.335923,0.612785,1.07239,1.375,-3.55816,-5.70379,-6.35731,-0.169526,2.27445,2.75609,-1.62828,-0.743447,-2.33579
759.022,0.277749,-0.295502,0.375293,0.339898,0.610063,1.06866,1.3756,-3.55593,-5.69866,-6.35167,-0.17227,2.27974,2.77366,-1.63052,-0.729315,-2.3139
759.352,0.278621,-0.291674,0.380644,0.343807,0.607161,1.065,1.37636,-3.55385,-5.69386,-6.34653,-0.175252,2.28451,2.7904,-1.63204,-0.715213,-2.29189
759.682,0.279405,-0.287462,0.386104,0.347647,0.604077,1.06141,1.37729,-3.55193,-5.68939,-6.34187,-0.178463,2.28878,2.80631,-1.63281,-0.701153,-2.26978
760.012,0.280101,-0.282896,0.391663,0.351415,0.600808,1.05789,1.37837,-3.55016,-5.68525,-6.33769,-0.181888,2.29262,2.82143,-1.63287,-0.687144,-2.24758
760.342,0.28071,-0.278008,0.397312,0.355108,0.597354,1.05445,1.37964,-3.54852,-5.68144,-6.334,-0.185515,2.29606,2.83578,-1.63221,-0.6732,-2.2253
760.672,0.281232,-0.272827,0.403039,0.358724,0.593713,1.05109,1.38109,-3.547,-5.67796,-6.33077,-0.189323,2.29916,2.8494,-1.63086,-0.659331,-2.20295
761.001,0.281667,-0.267386,0.408835,0.362265,0.589885,1.04782,1.38272,-3.54559,-5.67481,-6.32801,-0.193292,2.30198,2.86231,-1.62883,-0.64555,-2.18054
761.331,0.282016,-0.261714,0.414689,0.365728,0.585872,1.04464,1.38456,-3.54428,-5.67198,-6.32572,-0.197399,2.30456,2.87458,-1.62613,-0.63187,-2.15809
761.661,0.282281,-0.255842,0.420587,0.369116,0.581677,1.04158,1.3866,-3.54306,-5.66949,-6.32386,-0.201617,2.30699,2.88623,-1.6228,-0.618304,-2.1356
761.99,0.282461,-0.249803,0.426519,0.372431,0.577302,1.03864,1.38885,-3.5419,-5.66733,-6.32245,-0.205917,2.3093,2.89733,-1.61885,-0.604865,-2.11308
762.32,0.282559,-0.243624,0.432472,0.375673,0.572754,1.03584,1.39132,-3.5408,-5.66549,-6.32146,-0.210268,2.31157,2.90793,-1.61432,-0.591568,-2.09053
762.649,0.282575,-0.237337,0.438432,0.378845,0.56804,1.0332,1.39402,-3.53974,-5.66398,-6.32088,-0.214635,2.31386,2.91809,-1.60922,-0.578426,-2.06797
762.979,0.282512,-0.23097,0.444386,0.381951,0.563169,1.03074,1.39695,-3.5387,-5.66279,-6.3207,-0.218983,2.31623,2.92787,-1.60359,-0.565453,-2.04538
763.308,0.282371,-0.22455,0.45032,0.384991,0.558153,1.02847,1.40013,-3.53768,-5.66193,-6.32091,-0.223274,2.31874,2.93733,-1.59746,-0.552663,-2.02279
763.638,0.282154,-0.218106,0.456218,0.38797,0.553005,1.02643,1.40356,-3.53665,-5.6614,-6.32148,-0.227467,2.32145,2.94653,-1.59086,-0.540069,-2.00017
763.967,0.281864,-0.211662,0.462065,0.390888,0.547741,1.02464,1.40724,-3.53562,-5.66118,-6.32241,-0.231521,2.32443,2.95556,-1.58382,-0.527685,-1.97755
764.296,0.281501,-0.205245,0.467846,0.393747,0.54238,1.02312,1.4112,-3.53456,-5.6613,-6.32367,-0.235393,2.32774,2.96447,-1.57637,-0.515523,-1.9549
764.626,0.281069,-0.198878,0.473542,0.396549,0.536941,1.02191,1.41544,-3.53346,-5.66173,-6.32525,-0.239039,2.33142,2.97335,-1.56854,-0.503597,-1.93223
764.955,0.280571,-0.192584,0.479137,0.399293,0.531448,1.02103,1.41996,-3.53233,-5.66249,-6.32714,-0.242413,2.33554,2.98225,-1.56038,-0.491919,-1.90953
765.284,0.280007,-0.186385,0.484614,0.401979,0.525926,1.02052,1.42479,-3.53114,-5.66358,-6.3293,-0.245469,2.34015,2.99126,-1.5519,-0.480499,-1.8868
765.613,0.279383,-0.1803,0.489953,0.404605,0.520403,1.0204,1.42992,-3.52989,-5.66499,-6.33173,-0.248161,2.3453,3.00044,-1.54314,-0.469349,-1.86403
765.942,0.278699,-0.17435,0.495136,0.407168,0.514909,1.02071,1.43538,-3.52858,-5.66671,-6.3344,-0.250442,2.35104,3.00987,-1.53414,-0.458479,-1.8412
766.271,0.27796,-0.168553,0.500144,0.409665,0.509475,1.02147,1.44117,-3.5272,-5.66877,-6.33729,-0.252264,2.35741,3.01961,-1.52492,-0.447897,-1.81832
766.6,0.277168,-0.162924,0.504958,0.412089,0.504136,1.02272,1.4473,-3.52575,-5.67114,-6.34039,-0.253583,2.36445,3.02974,-1.51551,-0.437612,-1.79536
766.929,0.276326,-0.157479,0.509558,0.414435,0.498927,1.02449,1.45378,-3.52422,-5.67383,-6.34367,-0.254351,2.37221,3.04033,-1.50595,-0.42763,-1.77233
767.257,0.275438,-0.152232,0.513925,0.416694,0.493885,1.02681,1.46063,-3.52262,-5.67683,-6.34712,-0.254523,2.38071,3.05143,-1.49626,-0.417957,-1.7492
767.586,0.274506,-0.147195,0.518039,0.418857,0.489047,1.0297,1.46785,-3.52095,-5.68015,-6.35071,-0.254057,2.38998,3.06311,-1.48646,-0.408599,-1.72597
767.915,0.273535,-0.142379,0.521881,0.420914,0.484453,1.03319,1.47545,-3.51921,-5.68378,-6.35443,-0.252909,2.40007,3.07544,-1.47658,-0.399557,-1.70262
768.244,0.272527,-0.137794,0.525433,0.422853,0.480143,1.03731,1.48344,-3.51739,-5.68771,-6.35825,-0.251039,2.41098,3.08846,-1.46666,-0.390835,-1.67914
768.572,0.271486,-0.133448,0.528677,0.424661,0.476156,1.04206,1.49183,-3.51552,-5.69194,-6.36216,-0.248408,2.42274,3.10224,-1.4567,-0.382434,-1.65553
768.901,0.270416,-0.129347,0.531595,0.426325,0.472531,1.04748,1.50062,-3.51357,-5.69646,-6.36614,-0.24498,2.43537,3.11681,-1.44673,-0.374352,-1.63177
769.229,0.269319,-0.125497,0.53417,0.427831,0.469307,1.05357,1.50983,-3.51158,-5.70126,-6.37015,-0.240722,2.44887,3.13223,-1.43677,-0.366588,-1.60785
769.558,0.2682,-0.1219,0.536389,0.429164,0.466522,1.06036,1.51945,-3.50953,-5.70633,-6.3742,-0.235601,2.46327,3.14853,-1.42684,-0.35914,-1.58376
769.886,0.267063,-0.118559,0.538236,0.430308,0.464213,1.06783,1.52949,-3.50743,-5.71167,-6.37826,-0.229592,2.47856,3.16575,-1.41695,-0.352001,-1.5595
770.214,0.26591,-0.115472,0.5397,0.431249,0.462414,1.07601,1.53994,-3.5053,-5.71725,-6.38231,-0.222668,2.49475,3.18393,-1.40712,-0.345168,-1.53506
770.543,0.264745,-0.112638,0.54077,0.431972,0.461159,1.08488,1.55081,-3.50313,-5.72307,-6.38633,-0.21481,2.51183,3.20307,-1.39736,-0.338632,-1.51043
770.871,0.263572,-0.110054,0.541438,0.432462,0.460476,1.09445,1.5621,-3.50093,-5.72911,-6.3903,-0.205999,2.52981,3.22321,-1.38767,-0.332385,-1.48561
771.199,0.262395,-0.107714,0.541696,0.432705,0.460394,1.1047,1.57379,-3.49871,-5.73536,-6.39422,-0.196223,2.54867,3.24437,-1.37808,-0.326418,-1.46061
771.527,0.261217,-0.10561,0.541541,0.432689,0.460935,1.11563,1.58588,-3.49647,-5.74179,-6.39806,-0.185472,2.56841,3.26653,-1.36858,-0.32072,-1.43541
771.855,0.260041,-0.103733,0.540969,0.432401,0.462121,1.12721,1.59837,-3.49422,-5.74839,-6.40181,-0.173741,2.58901,3.28972,-1.35918,-0.315279,-1.41002
772.183,0.258872,-0.102072,0.539982,0.431832,0.463967,1.13943,1.61123,-3.49196,-5.75514,-6.40545,-0.16103,2.61045,3.31393,-1.34989,-0.310082,-1.38445
772.511,0.257711,-0.100614,0.538581,0.430973,0.466487,1.15226,1.62446,-3.48971,-5.76201,-6.40898,-0.147343,2.63272,3.33914,-1.3407,-0.305116,-1.3587
772.839,0.256564,-0.099344,0.536773,0.429819,0.469687,1.16566,1.63804,-3.48745,-5.76899,-6.41237,-0.132686,2.65578,3.36534,-1.33161,-0.300365,-1.33278
773.167,0.255432,-0.0982447,0.534565,0.428364,0.473572,1.17961,1.65195,-3.4852,-5.77604,-6.41561,-0.117075,2.67963,3.39252,-1.32263,-0.295813,-1.30669
773.495,0.25432,-0.0972976,0.531966,0.426609,0.47814,1.19407,1.66617,-3.48295,-5.78316,-6.41869,-0.100525,2.70421,3.42064,-1.31375,-0.291445,-1.28045
773.823,0.25323,-0.0964823,0.528991,0.424554,0.483384,1.209,1.68068,-3.48071,-5.79031,-6.42161,-0.0830582,2.72952,3.44967,-1.30496,-0.287243,-1.25407
774.151,0.252166,-0.0957767,0.525656,0.422205,0.489295,1.22434,1.69546,-3.47849,-5.79746,-6.42434,-0.0647018,2.75551,3.47958,-1.29626,-0.283189,-1.22756
774.478,0.25113,-0.095157,0.521977,0.419567,0.495856,1.24006,1.71046,-3.47627,-5.8046,-6.42689,-0.0454863,2.78214,3.51032,-1.28763,-0.279265,-1.20095
774.806,0.250126,-0.094598,0.517975,0.416652,0.503047,1.25611,1.72568,-3.47406,-5.8117,-6.42924,-0.0254467,2.80939,3.54184,-1.27908,-0.275452,-1.17424
775.133,0.249156,-0.0940731,0.513673,0.413474,0.510844,1.27242,1.74108,-3.47187,-5.81874,-6.43138,-0.00462237,2.8372,3.57409,-1.27058,-0.27173,-1.14746
775.461,0.248222,-0.0935546,0.509097,0.41005,0.519216,1.28895,1.75663,-3.46968,-5.82568,-6.4333,0.0169434,2.86553,3.60701,-1.26212,-0.268081,-1.12062
775.788,0.247328,-0.0930135,0.504271,0.4064,0.52813,1.30564,1.77229,-3.46749,-5.83251,-6.43501,0.0392035,2.89435,3.64054,-1.2537,-0.264483,-1.09375
776.116,0.246476,-0.0924203,0.499226,0.402548,0.537549,1.32243,1.78804,-3.46532,-5.8392,-6.43649,0.062107,2.92359,3.67461,-1.24529,-0.260917,-1.06686
776.443,0.245667,-0.0917445,0.493991,0.398521,0.54743,1.33927,1.80384,-3.46314,-5.84573,-6.43775,0.0855999,2.95322,3.70915,-1.23688,-0.257363,-1.03999
776.771,0.244905,-0.0909554,0.488596,0.394349,0.557729,1.35609,1.81966,-3.46096,-5.85208,-6.43876,0.109625,2.98318,3.7441,-1.22846,-0.253801,-1.01314
777.098,0.24419,-0.0900219,0.483075,0.390065,0.568399,1.37284,1.83546,-3.45878,-5.85823,-6.43954,0.134121,3.01342,3.77936,-1.22001,-0.250209,-0.986335
777.425,0.243526,-0.0889129,0.47746,0.385704,0.579388,1.38946,1.85122,-3.4566,-5.86416,-6.44008,0.159027,3.04389,3.81487,-1.21151,-0.246568,-0.959606
777.752,0.242914,-0.0875977,0.471785,0.381305,0.590643,1.40589,1.86689,-3.4544,-5.86986,-6.44038,0.184277,3.07453,3.85054,-1.20294,-0.242859,-0.932969
778.079,0.242354,-0.0860459,0.466083,0.376906,0.602111,1.42207,1.88246,-3.45219,-5.8753,-6.44044,0.209805,3.10528,3.8863,-1.19428,-0.23906,-0.906443
778.406,0.241849,-0.0842279,0.460388,0.372552,0.613734,1.43795,1.89789,-3.44996,-5.88049,-6.44025,0.235541,3.13609,3.92205,-1.18552,-0.235152,-0.880049
778.733,0.2414,-0.082115,0.454732,0.368284,0.625457,1.45348,1.91314,-3.44771,-5.8854,-6.43982,0.261417,3.16689,3.95771,-1.17664,-0.231117,-0.853805
779.06,0.241008,-0.0796799,0.449148,0.364148,0.637223,1.46861,1.9282,-3.44545,-5.89002,-6.43915,0.287362,3.19764,3.99321,-1.16763,-0.226934,-0.827727
779.387,0.240674,-0.0768967,0.443668,0.360189,0.648973,1.48328,1.94303,-3.44316,-5.89436,-6.43825,0.313304,3.22827,4.02844,-1.15845,-0.222586,-0.80183
779.714,0.240399,-0.0737409,0.438322,0.356453,0.660651,1.49747,1.95762,-3.44084,-5.8984,-6.4371,0.339174,3.25871,4.06335,-1.14911,-0.218054,-0.776129
780.041,0.240182,-0.0701903,0.433138,0.352987,0.672203,1.51111,1.97194,-3.4385,-5.90215,-6.43573,0.3649,3.28892,4.09783,-1.13957,-0.213321,-0.750636
780.368,0.240025,-0.0662246,0.428143,0.349836,0.683573,1.52419,1.98598,-3.43613,-5.9056,-6.43412,0.390411,3.31883,4.13181,-1.12984,-0.20837,-0.725362
780.694,0.239928,-0.0618259,0.423363,0.347045,0.694711,1.53665,1.99971,-3.43374,-5.90875,-6.43229,0.41564,3.34838,4.16521,-1.11988,-0.203184,-0.700315
781.021,0.239891,-0.0569786,0.418821,0.344657,0.705565,1.54849,2.01313,-3.43132,-5.91162,-6.43025,0.440518,3.37752,4.19796,-1.1097,-0.197749,-0.675501
781.348,0.239913,-0.0516698,0.414537,0.342714,0.716089,1.55966,2.02622,-3.42887,-5.9142,-6.42799,0.464978,3.40619,4.22999,-1.09927,-0.19205,-0.650926
781.674,0.239995,-0.0458895,0.410529,0.341257,0.726238,1.57014,2.03897,-3.4264,-5.9165,-6.42552,0.488957,3.43433,4.26122,-1.08859,-0.186072,-0.626592
782.001,0.240136,-0.0396304,0.406814,0.340322,0.735972,1.57993,2.05138,-3.4239,-5.91854,-6.42285,0.512394,3.46189,4.29159,-1.07765,-0.179803,-0.602501
782.327,0.240336,-0.032888,0.403404,0.339945,0.745254,1.589,2.06345,-3.42139,-5.92032,-6.42,0.535228,3.48881,4.32104,-1.06644,-0.173231,-0.578651
782.653,0.240593,-0.0256609,0.400309,0.340157,0.75405,1.59735,2.07517,-3.41886,-5.92186,-6.41695,0.557404,3.51505,4.34951,-1.05496,-0.166346,-0.55504
782.98,0.240907,-0.0179509,0.397538,0.340986,0.762332,1.60497,2.08656,-3.41631,-5.92318,-6.41374,0.578869,3.54055,4.37695,-1.04319,-0.159137,-0.531664
783.306,0.241276,-0.00976262,0.395094,0.342458,0.770073,1.61187,2.0976,-3.41376,-5.92428,-6.41035,0.599573,3.56527,4.40331,-1.03115,-0.151597,-0.508517
783.632,0.2417,-0.00110357,0.392981,0.344593,0.777254,1.61805,2.10831,-3.41119,-5.9252,-6.40681,0.619471,3.58917,4.42854,-1.01883,-0.143718,-0.485592
783.959,0.242177,0.00801564,0.391198,0.347406,0.783859,1.62351,2.11871,-3.40862,-5.92594,-6.40312,0.63852,3.61221,4.45262,-1.00624,-0.135496,-0.462881
784.285,0.242705,0.0175816,0.389741,0.350912,0.789874,1.62827,2.12879,-3.40606,-5.92652,-6.39928,0.656682,3.63434,4.47551,-0.993363,-0.126925,-0.440375
784.611,0.243283,0.0275781,0.388605,0.355117,0.795293,1.63235,2.13858,-3.40349,-5.92697,-6.39532,0.673925,3.65554,4.49718,-0.980224,-0.118004,-0.418063
784.937,0.243909,0.0379864,0.387783,0.360025,0.800113,1.63576,2.14808,-3.40094,-5.92731,-6.39124,0.690218,3.67577,4.51761,-0.966825,-0.108733,-0.395937
785.263,0.244581,0.0487851,0.387263,0.365635,0.804334,1.63852,2.15731,-3.3984,-5.92754,-6.38705,0.705536,3.69501,4.53678,-0.953176,-0.0991108,-0.373985
785.589,0.245297,0.0599506,0.387035,0.371941,0.807962,1.64067,2.1663,-3.39588,-5.9277,-6.38277,0.71986,3.71324,4.55469,-0.93929,-0.0891417,-0.352198
785.914,0.246055,0.0714571,0.387084,0.378933,0.811006,1.64222,2.17505,-3.39338,-5.92781,-6.37839,0.733174,3.73042,4.57133,-0.925179,-0.0788299,-0.330564
786.24,0.246852,0.0832768,0.387394,0.386597,0.813478,1.64321,2.18358,-3.3909,-5.92787,-6.37394,0.745467,3.74656,4.5867,-0.91086,-0.068182,-0.309076
786.566,0.247686,0.0953802,0.387949,0.394913,0.815394,1.64368,2.19192,-3.38845,-5.92792,-6.36942,0.756732,3.76164,4.6008,-0.89635,-0.0572066,-0.287724
786.892,0.248554,0.107736,0.388731,0.403859,0.816774,1.64365,2.20008,-3.38603,-5.92796,-6.36485,0.766969,3.77564,4.61365,-0.881669,-0.0459142,-0.266501
787.217,0.249455,0.120312,0.38972,0.413408,0.81764,1.64316,2.20807,-3.38365,-5.92801,-6.36023,0.776179,3.78858,4.62527,-0.866837,-0.0343173,-0.2454
787.543,0.250384,0.133075,0.390896,0.423529,0.818016,1.64225,2.21592,-3.38131,-5.9281,-6.35557,0.78437,3.80045,4.63567,-0.851876,-0.0224306,-0.224418
787.869,0.25134,0.145991,0.39224,0.434188,0.81793,1.64096,2.22364,-3.379,-5.92823,-6.3509,0.791555,3.81125,4.64488,-0.836812,-0.0102708,-0.203552
788.194,0.25232,0.159023,0.39373,0.445348,0.81741,1.63931,2.23125,-3.37674,-5.92841,-6.34621,0.79775,3.82101,4.65293,-0.821668,0.00214349,-0.182802
788.52,0.25332,0.172138,0.395346,0.456968,0.816488,1.63736,2.23875,-3.37452,-5.92866,-6.34152,0.802976,3.82972,4.65985,-0.806471,0.0147914,-0.162168
788.845,0.254338,0.185299,0.397068,0.469006,0.815194,1.63514,2.24617,-3.37234,-5.92899,-6.33684,0.807257,3.83742,4.66568,-0.791248,0.0276503,-0.141655
789.17,0.255371,0.198471,0.398875,0.481416,0.813563,1.63268,2.25351,-3.37021,-5.9294,-6.33218,0.810622,3.84412,4.67047,-0.776028,0.0406953,-0.12127
789.496,0.256415,0.211617,0.400747,0.494151,0.811626,1.63002,2.26079,-3.36813,-5.9299,-6.32754,0.813104,3.84986,4.67426,-0.760841,0.0539,-0.101021
789.821,0.257468,0.224705,0.402666,0.507162,0.809418,1.6272,2.268,-3.3661,-5.9305,-6.32295,0.814739,3.85466,4.67709,-0.745715,0.0672359,-0.0809212
790.146,0.258527,0.237698,0.404613,0.520398,0.806973,1.62425,2.27515,-3.36412,-5.9312,-6.3184,0.815565,3.85856,4.67903,-0.730681,0.080673,-0.0609843
790.471,0.259587,0.250563,0.406572,0.53381,0.804323,1.62121,2.28226,-3.36218,-5.93199,-6.31391,0.815627,3.86159,4.68011,-0.71577,0.0941793,-0.0412279
790.796,0.260648,0.263268,0.408526,0.547344,0.801502,1.6181,2.2893,-3.36029,-5.93289,-6.30949,0.814969,3.8638,4.6804,-0.701013,0.107722,-0.0216721
791.121,0.261704,0.275781,0.410461,0.560949,0.798541,1.61495,2.2963,-3.35846,-5.93388,-6.30515,0.813639,3.86523,4.67995,-0.686441,0.121266,-0.00233968
791.446,0.262754,0.288071,0.412363,0.574573,0.795472,1.6118,2.30323,-3.35667,-5.93497,-6.30089,0.811688,3.86593,4.67883,-0.672084,0.134775,0.016744
791.771,0.263793,0.300109,0.41422,0.588162,0.792323,1.60866,2.31011,-3.35493,-5.93614,-6.29672,0.809167,3.86595,4.67709,-0.657974,0.148214,0.0355512
792.096,0.26482,0.311868,0.416022,0.601667,0.789125,1.60556,2.3169,-3.35325,-5.9374,-6.29265,0.806131,3.86535,4.67479,-0.644141,0.161543,0.0540516
792.421,0.265831,0.32332,0.41776,0.615036,0.785902,1.60251,2.32362,-3.35161,-5.93873,-6.28869,0.802635,3.86417,4.672,-0.630616,0.174725,0.072213
792.746,0.266823,0.334441,0.419425,0.62822,0.782681,1.59955,2.33024,-3.35003,-5.94013,-6.28485,0.798736,3.86247,4.66877,-0.617427,0.18772,0.0900009
793.07,0.267793,0.345207,0.421011,0.641171,0.779484,1.59668,2.33676,-3.3485,-5.94158,-6.28113,0.794492,3.8603,4.66517,-0.604604,0.20049,0.10738
793.395,0.268739,0.355596,0.422513,0.653841,0.776333,1.59391,2.34315,-3.34702,-5.94309,-6.27754,0.789959,3.85774,4.66125,-0.592176,0.212993,0.124311
793.72,0.269658,0.365587,0.423928,0.666185,0.773248,1.59127,2.34941,-3.3456,-5.94463,-6.27409,0.785196,3.85483,4.65709,-0.580169,0.225191,0.140757
794.044,0.270546,0.375162,0.425253,0.678161,0.770247,1.58875,2.35551,-3.34423,-5.94619,-6.27078,0.78026,3.85163,4.65273,-0.56861,0.237046,0.156678
794.369,0.271403,0.384304,0.426486,0.689726,0.767345,1.58636,2.36143,-3.34292,-5.94776,-6.26761,0.775209,3.84821,4.64824,-0.557524,0.248516,0.172034
794.693,0.272224,0.392995,0.427627,0.70084,0.764557,1.58412,2.36716,-3.34167,-5.94933,-6.2646,0.770099,3.84461,4.64367,-0.546937,0.259566,0.186784
795.018,0.273008,0.401223,0.428677,0.711468,0.761896,1.58203,2.37268,-3.34048,-5.95089,-6.26175,0.764985,3.8409,4.63908,-0.53687,0.270157,0.200887
795.342,0.273753,0.408972,0.429637,0.721573,0.759372,1.58008,2.37796,-3.33935,-5.95242,-6.25906,0.75992,3.83713,4.63452,-0.527347,0.280253,0.214303
795.666,0.274456,0.416232,0.43051,0.731122,0.756994,1.57828,2.38298,-3.33829,-5.95391,-6.25654,0.754957,3.83336,4.63003,-0.518388,0.28982,0.226994
795.991,0.275115,0.422991,0.431297,0.740085,0.754772,1.57663,2.38773,-3.33729,-5.95535,-6.25419,0.750144,3.82964,4.62568,-0.510013,0.298823,0.23892
796.315,0.275729,0.429241,0.432003,0.748434,0.75271,1.57512,2.39219,-3.33636,-5.95673,-6.25201,0.74553,3.82602,4.6215,-0.502239,0.307232,0.250045
796.639,0.276296,0.434972,0.432631,0.756143,0.750816,1.57376,2.39633,-3.33551,-5.95802,-6.25001,0.741158,3.82254,4.61753,-0.495085,0.315015,0.260332
796.963,0.276813,0.440178,0.433184,0.763188,0.749093,1.57255,2.40013,-3.33472,-5.95923,-6.24819,0.73707,3.81925,4.61382,-0.488565,0.322146,0.269749
797.287,0.27728,0.444851,0.433666,0.769548,0.747545,1.57147,2.40359,-3.33402,-5.96035,-6.24656,0.733305,3.81619,4.6104,-0.482693,0.328599,0.278264
797.611,0.277696,0.448986,0.434081,0.775204,0.746174,1.57053,2.40668,-3.33339,-5.96135,-6.24511,0.729898,3.81341,4.6073,-0.477482,0.334349,0.285849
797.935,0.278058,0.45258,0.434432,0.780139,0.744983,1.56973,2.40939,-3.33284,-5.96224,-6.24385,0.726879,3.81092,4.60456,-0.472943,0.339377,0.292477
798.259,0.278367,0.455626,0.434724,0.784339,0.743974,1.56905,2.41171,-3.33237,-5.96301,-6.24278,0.724278,3.80876,4.60219,-0.469086,0.343663,0.298125
798.583,0.27862,0.458123,0.434958,0.787792,0.743147,1.56851,2.41362,-3.33198,-5.96365,-6.24191,0.722116,3.80696,4.60023,-0.465919,0.347191,0.302774
798.906,0.278818,0.460068,0.435137,0.790487,0.742503,1.56808,2.41512,-3.33168,-5.96415,-6.24123,0.720415,3.80554,4.59868,-0.463449,0.349949,0.306408
799.23,0.27896,0.461459,0.435264,0.792418,0.742042,1.56778,2.41619,-3.33146,-5.96451,-6.24074,0.719188,3.80451,4.59756,-0.461681,0.351927,0.309012
799.554,0.279045,0.462293,0.435339,0.793579,0.741766,1.5676,2.41684,-3.33133,-5.96473,-6.24044,0.718448,3.80389,4.59689,-0.460618,0.353116,0.310579
799.877,0.279074,0.462572,0.435364,0.793966,0.741674,1.56754,2.41706,-3.33129,-5.9648,-6.24035,0.718201,3.80369,4.59667,-0.460264,0.353513,0.311102
