Wavelength (nm),N2 Baseline,"DCP (Saturated, 5 nm)","DCP (Saturated, 10 nm)","DCP (Saturated, 15 nm)","DCP (Bottom, 5 nm)","DCP (Bottom, 10 nm)","DCP (Bottom, 15 nm)","DCP (Middle, 5 nm)","DCP (Middle, 10 nm)","DCM (Middle, 15 nm)","DCP (Top, 5 nm)","DCP (Top, 10 nm)","DCP (Top, 15 nm)","DMMP (Saturated, 5 nm)","DMMP (Saturated, 10 nm)","DMMP (Saturated, 15 nm)","DMMP (Bottom, 5 nm)","DMMP (Bottom, 10 nm)","DMMP (Bottom, 15 nm)","DMMP (Middle, 5 nm)","DMMP (Middle, 10 nm)","DMMP (Middle, 15 nm)","DMMP (Top, 5 nm)","DMMP (Top, 10 nm)","DMMP (Top, 15 nm)","EtOH (Saturated, 5 nm)","EtOH (Saturated, 10 nm)","EtOH (Saturated, 15 nm)","EtOH (Bottom, 5 nm)","EtOH (Bottom, 10 nm)","EtOH (Bottom, 15 nm)","EtOH (Middle, 5 nm)","EtOH (Middle, 10 nm)","EtOH (Middle, 15 nm)","EtOH (Top, 5 nm)","EtOH (Top, 10 nmm)","EtOH (Top, 15 nm)","MeOH (Saturated, 5 nm)","MeOH (Saturated, 10 nm)","MeOH (Saturated, 15 nm)","MeOH (Bottom, 5 nm)","MeOH (Bottom, 10 nm)","MeOH (Bottom, 15 nm)","MeOH (Middle, 5 nm)","MeOH (Middle, 10 nm)","MeOH (Middle, 15 nm)","MeOH (Top, 5 nm)","MeOH (Top, 10 nm)","MeOH (Top, 15 nm)","Water (Saturated, 5 nm)","Water (Saturated, 10 nm)","Water (Saturated, 15 nm)","Water (Bottom, 5 nm)","Water (Bottom, 10 nm)","Water (Bottom, 15 nm)","Water (Middle, 5 nm)","Water (Middle, 10 nm)","Water (Middle, 15 nm)","Water (Top, 5 nm)","Water (Top, 10 nm)","Water (Top, 15 nm)"
484.3,0,0.160199625,0.259587255,0.321731382,0.0602693,0.071917935,0.125548344,-0.009146472,0.069840933,0.112484112,0.083752864,0.077592708,0.120761754,0.073951559,0.171323647,0.228399551,-0.00880904,0.003053046,0.052461505,-0.072623409,-0.005034445,0.033139428,0.007233353,0.002785899,0.040186517,0.480977125,0.613941405,0.690170117,0.375663011,0.386556844,0.472686131,0.303758058,0.372508037,0.327440437,0.407357627,0.386519673,0.340342752,0.39154936,0.479488873,0.554470105,0.27945731,0.28525921,0.364945984,0.205967942,0.269832137,0.326997833,0.313792233,0.286871495,0.339992874,0.391931404,0.498595788,0.557189041,0.30062019,0.300230069,0.366003496,0.219889333,0.283600578,0.328751517,0.219889333,0.301220798,0.341426611
484.4,0,0.162342625,0.262199093,0.325024979,0.061678745,0.073472806,0.1274638,-0.008052957,0.071163757,0.114213255,0.084545472,0.078308559,0.121577019,0.075765536,0.173559327,0.231207994,-0.007623552,0.004366184,0.054096109,-0.071716453,-0.003944862,0.034591442,0.007867546,0.003336304,0.040826939,0.483541285,0.616845683,0.693827922,0.377238815,0.388214056,0.474862163,0.305020725,0.373982521,0.329143072,0.40830445,0.387274039,0.341188973,0.393968718,0.48196977,0.557611557,0.280958478,0.286778918,0.366880969,0.20705199,0.271094768,0.328699855,0.314733752,0.287647218,0.340829724,0.394348558,0.501096728,0.560347717,0.302138115,0.301759773,0.367949245,0.220974996,0.284864712,0.330464758,0.220974996,0.301964009,0.342257829
484.5,0,0.164477437,0.264819104,0.328331776,0.063085816,0.07503082,0.129383569,-0.006950762,0.072499461,0.115965681,0.085335434,0.079028922,0.122407217,0.077595099,0.175789049,0.234026245,-0.006423494,0.005683637,0.055746595,-0.070802939,-0.002846559,0.036048244,0.008499959,0.003905265,0.041468828,0.486098954,0.619740805,0.697511507,0.378834866,0.389869948,0.477037621,0.306279509,0.37545485,0.33085122,0.409253132,0.388020767,0.342038711,0.396392826,0.484454375,0.56074753,0.282479736,0.288294125,0.368830212,0.208147701,0.272362332,0.330409598,0.315677287,0.288418742,0.341682179,0.396765086,0.503611493,0.563516272,0.303659224,0.303293536,0.36990435,0.222078216,0.286138605,0.332188358,0.222078216,0.30274109,0.343117035
484.6,0,0.166626216,0.267444721,0.331630147,0.064491383,0.076583053,0.131296739,-0.005842687,0.073825942,0.117705493,0.086114522,0.079725655,0.123211269,0.079403291,0.178011933,0.23684427,-0.005239826,0.007005345,0.057397669,-0.069896269,-0.001753566,0.037504566,0.009132335,0.004444333,0.042093503,0.488664212,0.622646861,0.701171011,0.380428173,0.391549254,0.479213558,0.307544747,0.376924002,0.3325771,0.410195735,0.388763271,0.342873083,0.398822348,0.486951153,0.563894997,0.28399407,0.289809393,0.370774831,0.209241775,0.273644622,0.332122686,0.316618341,0.289186671,0.342509451,0.399183775,0.506145704,0.566681982,0.305189093,0.304820796,0.371863675,0.223165853,0.287412859,0.333915793,0.223165853,0.303490573,0.343951908
484.7,0,0.168791632,0.270074093,0.33494139,0.065918308,0.07814923,0.133223335,-0.004741282,0.075159812,0.119454087,0.086901036,0.080442301,0.124017132,0.081238886,0.180250638,0.239657454,-0.00403789,0.008322244,0.059049689,-0.068973247,-0.000656887,0.038957262,0.009759086,0.004999122,0.042725986,0.491233714,0.625556994,0.704858934,0.382031884,0.393226235,0.481390681,0.308812709,0.378400197,0.334301285,0.411144842,0.389508994,0.343704287,0.401238858,0.48944998,0.567046146,0.285522435,0.291345243,0.372723072,0.210334935,0.274919892,0.33385147,0.317567594,0.289969525,0.343342267,0.401621526,0.508670013,0.569866353,0.306720749,0.306356749,0.373822861,0.22426425,0.288697778,0.335646988,0.22426425,0.304246285,0.344788487
484.8,0,0.170943206,0.272715482,0.338253283,0.067326749,0.079712531,0.135154937,-0.003631037,0.076495623,0.121208083,0.087696049,0.081159031,0.124836512,0.083076311,0.182496473,0.242494984,-0.002834388,0.009653127,0.060704472,-0.06805895,0.000450465,0.040426477,0.010388289,0.005538234,0.043351397,0.493810585,0.628472032,0.708554516,0.38362268,0.394909209,0.483580993,0.310077297,0.379888929,0.336032165,0.412069458,0.390249599,0.344543577,0.403685982,0.491957237,0.570215141,0.287041925,0.292874687,0.374684692,0.211442546,0.27620278,0.33557486,0.318506071,0.290734827,0.344184916,0.404069793,0.511209495,0.573060229,0.308249861,0.307899105,0.375799448,0.225365147,0.289993223,0.33738818,0.225365147,0.30499164,0.345633627
484.9,0,0.173092091,0.27533638,0.341569262,0.068744176,0.081281715,0.137082215,-0.002529446,0.077839501,0.122961851,0.088471102,0.081845113,0.125631032,0.084901771,0.184722718,0.245318567,-0.001641388,0.010967664,0.06235889,-0.067144797,0.001548734,0.041884456,0.011005551,0.006069229,0.043953878,0.496390777,0.631378434,0.712242701,0.385220496,0.396578149,0.485774375,0.31135793,0.38135712,0.337757921,0.413016021,0.390986578,0.345367974,0.406113625,0.49444384,0.573370561,0.288552076,0.29439047,0.376638258,0.212520955,0.277480155,0.337299663,0.31943904,0.291490212,0.34500346,0.406495398,0.513729835,0.576235556,0.30977867,0.309429055,0.377755087,0.226457658,0.291269761,0.339116006,0.226457658,0.3057421,0.346454565
485,0,0.17526454,0.277975019,0.344888554,0.070164409,0.082835314,0.139015196,-0.001431454,0.079174934,0.124706135,0.089241185,0.082537526,0.12642339,0.086723938,0.186954694,0.24814862,-0.000449577,0.01229113,0.064015053,-0.066229997,0.002643286,0.043347205,0.011619312,0.006599143,0.044571417,0.498962559,0.634291136,0.715931019,0.386814229,0.398242296,0.487965323,0.312611948,0.382837915,0.339484115,0.413938278,0.39169918,0.34618374,0.408547715,0.49695789,0.576533919,0.290073773,0.295922266,0.378593916,0.213618684,0.278758019,0.339024861,0.320367624,0.292235843,0.345820578,0.408928964,0.516267119,0.579421625,0.311306537,0.310961164,0.379724266,0.227557997,0.292555105,0.340861229,0.227557997,0.306476338,0.347270807
485.1,0,0.177426533,0.280633487,0.348243339,0.071596679,0.084424607,0.140969435,-0.000307873,0.080522497,0.12648775,0.090026384,0.083242094,0.127233107,0.088578457,0.189218334,0.250997118,0.000758374,0.013621722,0.065692994,-0.065319447,0.00375863,0.044827661,0.012253069,0.007146876,0.045186781,0.501563874,0.637236035,0.719650892,0.388419743,0.39994462,0.490168513,0.313904715,0.384339465,0.341231849,0.414883147,0.392442412,0.347019248,0.410999063,0.499485431,0.579732154,0.291611021,0.297480592,0.380578462,0.214735388,0.280054803,0.340774992,0.321305762,0.293017037,0.346659042,0.411392491,0.518821883,0.582641212,0.312856671,0.312522064,0.381725176,0.228677348,0.293857589,0.342616849,0.228677348,0.307235264,0.348114881
485.2,0,0.179597377,0.283282473,0.35157972,0.073021859,0.086001294,0.142921429,0.000809952,0.081878551,0.128255524,0.090795835,0.083919355,0.128013004,0.090417236,0.191470161,0.253854039,0.001967891,0.014955601,0.067362942,-0.064394076,0.004864831,0.046307647,0.012858291,0.007664445,0.045796978,0.504165463,0.640164336,0.72337254,0.390039852,0.40162281,0.492389855,0.315185031,0.385844089,0.342984556,0.415817169,0.393169026,0.347846976,0.413454779,0.502014417,0.582910351,0.293150714,0.299013781,0.382556035,0.215838559,0.281358864,0.342520256,0.322246461,0.293775699,0.347480915,0.413834416,0.521363212,0.585849052,0.314403935,0.314074466,0.383705525,0.229777219,0.295153445,0.344376669,0.229777219,0.307969845,0.348931252
485.3,0,0.181751933,0.285922881,0.354916139,0.07443331,0.087561195,0.144859614,0.001900848,0.083213142,0.130016576,0.091560547,0.08459421,0.128788207,0.092243778,0.193710729,0.256683769,0.003160404,0.016274065,0.069026978,-0.063492554,0.005969274,0.047777813,0.013464822,0.008173538,0.046380244,0.506740138,0.643081195,0.727072713,0.391637713,0.40329609,0.494576028,0.316445746,0.387331454,0.344723001,0.416722401,0.393854099,0.348646163,0.415900674,0.504517935,0.586090911,0.294667954,0.300542524,0.384522654,0.21692744,0.282637402,0.344252477,0.323171904,0.29450116,0.348284731,0.416285201,0.523904942,0.589057418,0.315929658,0.315610182,0.385681557,0.230877008,0.296443095,0.346122464,0.230877008,0.308701246,0.349742624
485.4,0,0.183928352,0.288586732,0.358280241,0.075858004,0.089137602,0.146811845,0.003020349,0.084560085,0.131792902,0.092330839,0.085280818,0.129574613,0.094082292,0.195970539,0.259545176,0.004365414,0.017615769,0.070704338,-0.062562312,0.0070793,0.049256336,0.014074454,0.008692934,0.046973381,0.509331177,0.646026061,0.730798971,0.393247164,0.404994833,0.496792074,0.31773778,0.388817924,0.346472808,0.417658438,0.394577097,0.349461657,0.418348869,0.507047445,0.58928874,0.296212716,0.302100714,0.386519365,0.218039757,0.283938167,0.346000867,0.324107018,0.295252464,0.349096703,0.418752864,0.526469562,0.592270461,0.317488374,0.317176302,0.387697672,0.231993402,0.297748477,0.347879614,0.231993402,0.309435788,0.35055937
485.5,0,0.186097416,0.291243962,0.361644349,0.077288823,0.090722015,0.148768991,0.004130868,0.085919652,0.133571035,0.093096908,0.085955678,0.13034725,0.095933395,0.198235279,0.26240391,0.005572028,0.018949981,0.072387847,-0.061652015,0.008193559,0.050741771,0.014685695,0.009205931,0.047568597,0.511943604,0.648975692,0.734529987,0.394847904,0.406685746,0.499013268,0.319009396,0.390334159,0.348234883,0.418583796,0.395281798,0.350281277,0.420824077,0.509579775,0.592491772,0.297749757,0.303646275,0.38849981,0.219155262,0.285241452,0.347757036,0.325041133,0.295998043,0.34990806,0.421219141,0.529025421,0.595510961,0.319028994,0.318738506,0.389681201,0.233107672,0.299056431,0.349650164,0.233107672,0.310169134,0.351376364
485.6,0,0.188271965,0.293911197,0.365010304,0.07871407,0.092302676,0.150732552,0.005247104,0.087276318,0.135351419,0.093855283,0.086613109,0.131111642,0.097783018,0.200485941,0.265277234,0.006779334,0.02028231,0.074069078,-0.060732383,0.009310111,0.052227487,0.015278507,0.009709806,0.048152103,0.514559277,0.65192534,0.738277781,0.396474103,0.408373924,0.501245503,0.320305202,0.391836641,0.350005246,0.419514322,0.395994655,0.351086191,0.423282182,0.512126538,0.595703859,0.299287382,0.305193858,0.390497236,0.220262311,0.28654996,0.349519912,0.325969131,0.296732329,0.350717369,0.423692279,0.531600096,0.598745475,0.320570896,0.320304152,0.391691832,0.234223132,0.300373298,0.351429677,0.234223132,0.310900256,0.352183356
485.7,0,0.190462568,0.296575202,0.368379306,0.080157037,0.093887566,0.152702639,0.006370383,0.088633035,0.137138073,0.094618911,0.08728465,0.13188621,0.099623989,0.202758033,0.268151076,0.007987786,0.021624672,0.075758047,-0.059811675,0.010424678,0.053721824,0.015885996,0.010208093,0.048723262,0.517156335,0.65487496,0.742019746,0.398081628,0.410077751,0.503468628,0.32158657,0.393344885,0.351765789,0.420429943,0.396679519,0.351880724,0.425743359,0.514667378,0.59891235,0.300837769,0.306752729,0.392501863,0.221392038,0.287844638,0.351280561,0.326892349,0.297483048,0.35151623,0.426156614,0.534167683,0.601974833,0.322126487,0.321860887,0.393702486,0.235340587,0.301680906,0.353210638,0.235340587,0.311623622,0.352983366
485.8,0,0.192645695,0.299262268,0.371766915,0.081600624,0.095482798,0.154675222,0.007488925,0.090003074,0.138935681,0.095376983,0.087947098,0.132643639,0.101481122,0.205023786,0.271029445,0.009209603,0.022976292,0.077452138,-0.05888864,0.01155162,0.055220971,0.01648857,0.010717348,0.0493088,0.519793281,0.657832474,0.745790474,0.399724413,0.411788668,0.505719518,0.322877048,0.394866927,0.353543833,0.42134967,0.397390653,0.352688309,0.428230582,0.517214636,0.602146009,0.302376931,0.308309532,0.394507606,0.2225043,0.289172875,0.35305855,0.327827292,0.298220883,0.352319357,0.428636844,0.536745826,0.605242487,0.323701418,0.323433338,0.395726889,0.236460133,0.302998796,0.35498926,0.236460133,0.312335505,0.353793225
485.9,0,0.194827718,0.301932904,0.37514893,0.083015378,0.097071555,0.156647208,0.008600544,0.091358545,0.140733879,0.096127405,0.088594537,0.133388414,0.103326771,0.207291162,0.273907427,0.010405502,0.024312051,0.079136795,-0.057959936,0.012660915,0.056713742,0.01707609,0.011198943,0.049866476,0.52239277,0.660783161,0.749531392,0.401326048,0.41347486,0.507941993,0.324160087,0.396367048,0.355313571,0.42225559,0.398064408,0.353472849,0.430692087,0.519753602,0.605366717,0.303918255,0.309865715,0.396501944,0.223626205,0.290474635,0.35482529,0.328739861,0.29894402,0.3531121,0.431113035,0.539314206,0.608478175,0.32525002,0.324993526,0.397734532,0.237573434,0.304307622,0.356767375,0.237573434,0.313051844,0.354579988
486,0,0.197018645,0.304621406,0.378548483,0.08446157,0.098666793,0.158633549,0.009727517,0.092730977,0.142523105,0.096875068,0.089244997,0.134144979,0.105170169,0.209577499,0.276793643,0.01161309,0.02565607,0.080846765,-0.057047008,0.01379753,0.05821525,0.017670175,0.011684126,0.050438086,0.525031018,0.663768685,0.753306714,0.402956375,0.415185932,0.510196766,0.325445364,0.397894434,0.357094,0.423177193,0.398741911,0.354263656,0.43318014,0.522316423,0.608601373,0.305469597,0.311425373,0.398525733,0.224730293,0.291784299,0.356603102,0.329661545,0.299677633,0.35389596,0.433600588,0.541920359,0.611745222,0.326816832,0.326573332,0.399769917,0.238696622,0.305635322,0.358557234,0.238696622,0.313758472,0.355376988
486.1,0,0.199194103,0.307304966,0.381935027,0.085898295,0.100253789,0.160606628,0.010834353,0.094087694,0.144318659,0.097614566,0.089877294,0.134866674,0.107011913,0.21183947,0.279676454,0.012819676,0.026991049,0.08253765,-0.056122333,0.014904219,0.059707825,0.018251115,0.012159834,0.050982482,0.527651303,0.666714539,0.757066721,0.404568018,0.416883879,0.512433639,0.326748516,0.399404579,0.358869373,0.424062465,0.399393693,0.355041362,0.435648812,0.524858934,0.611834205,0.307018699,0.312991911,0.400533011,0.225854828,0.293103442,0.358370576,0.33057736,0.300386072,0.354667832,0.436088922,0.544480647,0.614993502,0.3283633,0.328135503,0.401783622,0.239811233,0.306951618,0.360352365,0.239811233,0.314451793,0.356155778
486.2,0,0.201383188,0.310005738,0.385341459,0.087334576,0.101843211,0.162592018,0.011956642,0.095452034,0.146129537,0.098359109,0.090517604,0.135618399,0.108865604,0.214121247,0.282568334,0.01403912,0.028334122,0.084246204,-0.055194612,0.016030894,0.061222977,0.018833694,0.012635131,0.051534467,0.530281349,0.669689366,0.760850794,0.406203855,0.418589894,0.514693639,0.328044168,0.400930183,0.360657965,0.424961277,0.400085219,0.35581974,0.438152132,0.527436265,0.61507465,0.30857654,0.314570127,0.40256195,0.226976407,0.294426594,0.36016615,0.331492071,0.301103357,0.355447237,0.438571199,0.547075185,0.618276281,0.329939265,0.329715701,0.403824042,0.240948611,0.308279166,0.362154985,0.240948611,0.315156509,0.356933584
486.3,0,0.203597148,0.312707605,0.38877081,0.088779048,0.103456361,0.164600497,0.0130791,0.096839096,0.147949471,0.099100184,0.091155737,0.136344765,0.110735155,0.216413051,0.285487484,0.015265034,0.029696423,0.085959441,-0.054259158,0.017168261,0.062732916,0.019409851,0.013115803,0.05208517,0.532931017,0.672686533,0.764640822,0.407834261,0.420318666,0.516957627,0.329359714,0.402476046,0.362467224,0.425874283,0.400763029,0.356603242,0.440651762,0.530018642,0.618352324,0.310143269,0.316145666,0.404601414,0.228109089,0.295762214,0.361966032,0.332411004,0.30182854,0.356228993,0.44108322,0.549690737,0.621573916,0.331513212,0.331313741,0.405870127,0.242087644,0.309621627,0.363966622,0.242087644,0.315866765,0.357721124
486.4,0,0.205780967,0.315390981,0.392182322,0.090219323,0.105057694,0.166591045,0.014199343,0.098204178,0.149748602,0.099825297,0.09177772,0.137069555,0.112580024,0.218692478,0.28838079,0.016469018,0.03103694,0.087657621,-0.053335382,0.018293602,0.064237606,0.01999347,0.013581185,0.052630673,0.535560409,0.675665034,0.768420311,0.409450726,0.422010399,0.519206537,0.330647982,0.403988912,0.364259141,0.426766301,0.401395572,0.357368052,0.443140855,0.532583862,0.62159161,0.311700048,0.317707618,0.406622026,0.229229669,0.297088233,0.363748969,0.333321704,0.302533842,0.356994728,0.443579698,0.55226412,0.62483909,0.333073417,0.332877909,0.407912691,0.243206753,0.310941896,0.365759197,0.243206753,0.316549458,0.358486799
486.5,0,0.207990083,0.318105835,0.395634178,0.091682474,0.106671577,0.168607494,0.015335719,0.099596439,0.151589075,0.100578081,0.092415354,0.137802394,0.114443192,0.220988187,0.29130676,0.017697155,0.032403617,0.089388634,-0.052400091,0.01943101,0.065765921,0.020575053,0.014051448,0.053171871,0.538203682,0.678662204,0.772245014,0.411098683,0.423750324,0.521502553,0.331956344,0.405545936,0.366071675,0.427676074,0.402078245,0.358153455,0.445655021,0.535170503,0.624873973,0.313272225,0.319308157,0.408672849,0.230372549,0.298426764,0.365567019,0.33425064,0.303254714,0.35777799,0.446099444,0.554899411,0.62815301,0.334666721,0.334479453,0.409972392,0.244348087,0.312299744,0.367586131,0.244348087,0.317253123,0.35926732
486.6,0,0.210213194,0.320833143,0.399076726,0.09313929,0.108291583,0.170628426,0.016468377,0.100983613,0.153423802,0.101319285,0.093028248,0.13851849,0.116333154,0.223291857,0.294238643,0.018935444,0.033763611,0.091120454,-0.051464937,0.020577907,0.067289261,0.021147814,0.014519571,0.053711815,0.540871634,0.681672245,0.776066902,0.412755273,0.425479684,0.523791365,0.333279735,0.40709454,0.367901036,0.428589124,0.402742184,0.358921737,0.448177629,0.537776708,0.628168715,0.314845403,0.320905446,0.410729477,0.231516716,0.299783382,0.367389413,0.335176864,0.303966687,0.358546732,0.448623056,0.557528034,0.631472475,0.33625406,0.336080722,0.412039362,0.245492785,0.313639356,0.369430191,0.245492785,0.317947529,0.360042558
486.7,0,0.212408396,0.323543823,0.402517683,0.094584601,0.109899754,0.172633518,0.017600982,0.102369801,0.155247502,0.102040081,0.093633635,0.139220739,0.11819289,0.225589538,0.297162056,0.020143563,0.035120649,0.092842929,-0.050537796,0.021706059,0.068818713,0.021720835,0.014963085,0.054229071,0.543524689,0.684677212,0.779874094,0.41437594,0.427205472,0.526064607,0.334573672,0.408635803,0.369711087,0.429480412,0.403386195,0.359673949,0.450695239,0.540364977,0.631436533,0.316402096,0.322481868,0.412775399,0.232653238,0.301104598,0.369187812,0.33607844,0.304655263,0.359298775,0.451145037,0.560138622,0.634770772,0.337828551,0.337678928,0.414098939,0.246630885,0.31499098,0.37124624,0.246630885,0.318627038,0.360802835
486.8,0,0.214630585,0.326258254,0.405980748,0.096035939,0.111522375,0.174660582,0.018730449,0.103762034,0.157076026,0.102770598,0.094238113,0.139921651,0.120053312,0.227893673,0.30009191,0.021374048,0.036483248,0.094570441,-0.04961254,0.022850154,0.070351635,0.022291515,0.015415114,0.054756782,0.54620463,0.687673473,0.783696072,0.416035265,0.428937279,0.528362632,0.335902489,0.41018677,0.37152566,0.430375741,0.404024596,0.360442688,0.453220489,0.542954436,0.63474392,0.317990298,0.324077824,0.414828267,0.233795523,0.302460227,0.371009614,0.336982842,0.305358784,0.360070803,0.45366234,0.562766599,0.638096986,0.339408526,0.339278576,0.416167053,0.247767636,0.316339533,0.373074116,0.247767636,0.319316582,0.361565457
486.9,0,0.216826621,0.328994806,0.409436623,0.097494437,0.113128356,0.17667749,0.019867191,0.105151053,0.158922736,0.103483226,0.094836007,0.14061336,0.121931317,0.230195421,0.303031857,0.02259606,0.037846169,0.096300242,-0.048677378,0.023989525,0.071869168,0.022842392,0.015852705,0.05526038,0.548857608,0.690672907,0.787537521,0.417667525,0.430657078,0.530639608,0.337213723,0.411728658,0.373345109,0.431245449,0.404648798,0.361180274,0.455733308,0.545550533,0.63802869,0.319553657,0.325665804,0.416888295,0.234918491,0.303804345,0.372827094,0.337879303,0.306043866,0.360805229,0.456186398,0.565375942,0.641410258,0.340997207,0.340871149,0.418238083,0.248903775,0.317686666,0.374905887,0.248903775,0.319982288,0.362303622
487,0,0.219074463,0.331732656,0.412928928,0.098963349,0.114769144,0.178727996,0.021000772,0.106558716,0.160781767,0.104216229,0.095440266,0.141315426,0.12381411,0.232511714,0.305988497,0.023833037,0.039221441,0.098054858,-0.047728549,0.025139023,0.073416782,0.023408064,0.016293253,0.055777491,0.551535717,0.69371994,0.7914023,0.419334687,0.432410586,0.532962985,0.338530524,0.413296045,0.375199447,0.432145053,0.405297193,0.361939161,0.45826909,0.548168926,0.641352206,0.321145309,0.327272431,0.418971711,0.236085315,0.305169012,0.374672872,0.338800541,0.306747017,0.361567393,0.458726344,0.568028187,0.644762289,0.342602182,0.342486887,0.420326807,0.250058273,0.31905067,0.376760206,0.250058273,0.320669739,0.363066652
487.1,0,0.221293919,0.33447079,0.416393252,0.100432902,0.116381988,0.180758186,0.022138926,0.107955571,0.162623503,0.104926431,0.096023722,0.141993609,0.125686199,0.234821404,0.30893555,0.025057787,0.040580346,0.099789568,-0.046794054,0.026292076,0.074953962,0.023967331,0.016732919,0.056279826,0.55422063,0.696727183,0.795254488,0.420978019,0.434150667,0.535274319,0.339855867,0.414859114,0.377033706,0.433032793,0.405924355,0.362686987,0.460795762,0.550777909,0.64468036,0.322739714,0.328866272,0.421054114,0.237222297,0.306515452,0.376508318,0.339697974,0.307433976,0.36230941,0.461263978,0.57067672,0.648104691,0.34419094,0.344102205,0.422418643,0.251204342,0.320416249,0.378608391,0.251204342,0.321332999,0.363817039
487.2,0,0.223510926,0.337215788,0.419877069,0.101887173,0.118016461,0.182797932,0.023280071,0.109359153,0.164478169,0.105633333,0.096609582,0.142665488,0.127554797,0.237141243,0.311899314,0.02628619,0.041953445,0.101535958,-0.045852249,0.027442871,0.076503564,0.024518611,0.017152272,0.056779363,0.556895402,0.699758894,0.799111288,0.422636433,0.435880771,0.537574974,0.341178698,0.416422308,0.378878129,0.43389768,0.406531269,0.36342258,0.463342653,0.553390838,0.647974566,0.32431251,0.330470898,0.423125478,0.238380651,0.307876616,0.378348576,0.340598311,0.308103632,0.363048864,0.463787685,0.573324845,0.651440769,0.345781627,0.345710101,0.424496754,0.252348352,0.321772425,0.380461343,0.252348352,0.322003933,0.364562851
487.3,0,0.225729177,0.339956242,0.423359259,0.103344421,0.119640499,0.184835722,0.024412374,0.1107476,0.166326068,0.106326278,0.097182601,0.143343301,0.129435115,0.23945227,0.314842831,0.027512883,0.043313963,0.103278939,-0.044930697,0.028587455,0.078045558,0.025051212,0.017561026,0.057249174,0.55957221,0.702767982,0.802953337,0.42427592,0.437621078,0.539877757,0.342494007,0.417979686,0.380715704,0.43476017,0.407130798,0.364142466,0.465858968,0.556002607,0.651304819,0.325889553,0.332069121,0.425210908,0.239524357,0.309230903,0.380182268,0.341490119,0.30877167,0.363761369,0.46633794,0.57594673,0.654787778,0.347373321,0.347312246,0.426594143,0.253504004,0.32312813,0.382318308,0.253504004,0.322643157,0.365280951
487.4,0,0.227958222,0.342701608,0.426864717,0.104801775,0.121265836,0.186885259,0.025544104,0.112151419,0.168189911,0.10702781,0.097748397,0.144000786,0.131313515,0.241771301,0.317813181,0.02873448,0.044686554,0.105020893,-0.043998756,0.029734145,0.079593353,0.025588365,0.017975892,0.057736379,0.562248603,0.705816644,0.806829445,0.425936689,0.439351025,0.542208934,0.343810307,0.419551994,0.382563296,0.435636045,0.407732149,0.364866371,0.468418819,0.558626372,0.654634869,0.327477255,0.333675293,0.427290378,0.240653092,0.310586862,0.382018261,0.342381718,0.309448814,0.364486241,0.468877301,0.578589608,0.658152186,0.348973943,0.348933816,0.428693437,0.25465406,0.324492231,0.384169238,0.25465406,0.323290631,0.365997973
487.5,0,0.2301942,0.345462884,0.430378992,0.106280497,0.122908072,0.188947745,0.026692049,0.113560675,0.170058968,0.107734239,0.098316048,0.14466427,0.133203563,0.244094501,0.320786648,0.029971373,0.046063252,0.106787812,-0.043048965,0.030890467,0.081149292,0.026133979,0.018387565,0.058223636,0.564954344,0.708848754,0.810707297,0.427603025,0.441115116,0.544534022,0.345142786,0.421136957,0.384419756,0.436506014,0.408344658,0.365588206,0.470966489,0.561277992,0.65798812,0.32908125,0.335298443,0.429386068,0.241823613,0.311964915,0.383881113,0.343265851,0.310116539,0.365209887,0.471445638,0.581241598,0.661526875,0.350590387,0.350561137,0.430800236,0.255805953,0.325876778,0.386033313,0.255805953,0.323947324,0.366731852
487.6,0,0.232441414,0.348240874,0.433918415,0.107769095,0.124563643,0.191010347,0.027845148,0.114990194,0.17193564,0.108438499,0.098883024,0.145328548,0.135087719,0.246436551,0.323790275,0.031225178,0.047459245,0.108568064,-0.042087952,0.032063499,0.082722783,0.026686633,0.018809673,0.058705844,0.567677451,0.711915237,0.814626874,0.429283404,0.442878703,0.54688998,0.346499854,0.422723303,0.386294278,0.437380256,0.408948154,0.366315168,0.473546247,0.563925567,0.661352403,0.330683237,0.336932523,0.431507446,0.243006353,0.313346402,0.385753392,0.344172646,0.310788796,0.365935167,0.474016278,0.583946042,0.664918194,0.35220279,0.352193154,0.432931567,0.256991285,0.327269297,0.387920169,0.256991285,0.324592231,0.367443479
487.7,0,0.234692951,0.351008893,0.437442754,0.109246719,0.126208731,0.193085627,0.029000291,0.116405934,0.173829009,0.10913097,0.099447074,0.145976029,0.136990516,0.24876908,0.326771703,0.032460666,0.04883488,0.110327779,-0.041140547,0.033227869,0.084282468,0.027223264,0.019194997,0.05916284,0.570387207,0.714985004,0.81851867,0.430942786,0.444639795,0.549235537,0.347840518,0.424314464,0.388171411,0.438249601,0.409545342,0.367027972,0.476109576,0.566562851,0.664715298,0.332277104,0.338554469,0.433613358,0.244162178,0.314727545,0.387625023,0.345062336,0.311449075,0.366649899,0.476589283,0.58660952,0.66831589,0.353808794,0.353826345,0.435054558,0.25815557,0.328651747,0.389812705,0.25815557,0.325245055,0.368180704
