Wavelength (nm),N2 Baseline,"DCP (Saturated, 5 nm)","DCP (Saturated, 10 nm)","DCP (Saturated, 15 nm)","DCP (Bottom, 5 nm)","DCP (Bottom, 10 nm)","DCP (Bottom, 15 nm)","DCP (Middle, 5 nm)","DCP (Middle, 10 nm)","DCM (Middle, 15 nm)","DCP (Top, 5 nm)","DCP (Top, 10 nm)","DCP (Top, 15 nm)","DMMP (Saturated, 5 nm)","DMMP (Saturated, 10 nm)","DMMP (Saturated, 15 nm)","DMMP (Bottom, 5 nm)","DMMP (Bottom, 10 nm)","DMMP (Bottom, 15 nm)","DMMP (Middle, 5 nm)","DMMP (Middle, 10 nm)","DMMP (Middle, 15 nm)","DMMP (Top, 5 nm)","DMMP (Top, 10 nm)","DMMP (Top, 15 nm)","EtOH (Saturated, 5 nm)","EtOH (Saturated, 10 nm)","EtOH (Saturated, 15 nm)","EtOH (Bottom, 5 nm)","EtOH (Bottom, 10 nm)","EtOH (Bottom, 15 nm)","EtOH (Middle, 5 nm)","EtOH (Middle, 10 nm)","EtOH (Middle, 15 nm)","EtOH (Top, 5 nm)","EtOH (Top, 10 nmm)","EtOH (Top, 15 nm)","MeOH (Saturated, 5 nm)","MeOH (Saturated, 10 nm)","MeOH (Saturated, 15 nm)","MeOH (Bottom, 5 nm)","MeOH (Bottom, 10 nm)","MeOH (Bottom, 15 nm)","MeOH (Middle, 5 nm)","MeOH (Middle, 10 nm)","MeOH (Middle, 15 nm)","MeOH (Top, 5 nm)","MeOH (Top, 10 nm)","MeOH (Top, 15 nm)","Water (Saturated, 5 nm)","Water (Saturated, 10 nm)","Water (Saturated, 15 nm)","Water (Bottom, 5 nm)","Water (Bottom, 10 nm)","Water (Bottom, 15 nm)","Water (Middle, 5 nm)","Water (Middle, 10 nm)","Water (Middle, 15 nm)","Water (Top, 5 nm)","Water (Top, 10 nm)","Water (Top, 15 nm)"
403,0,-0.856806539,-0.868858557,-0.848369898,-0.818139783,-0.850109139,-0.849526009,-0.787108743,-0.801496498,-0.858276121,-0.74384006,-0.797957187,-0.818822736,-0.846052608,-0.881627149,-0.875105012,-0.804478849,-0.833465773,-0.84051283,-0.776081139,-0.78238427,-0.841550673,-0.737202307,-0.784668153,-0.804921999,-0.611452126,-0.673694908,-0.682937144,-0.55560648,-0.588339606,-0.631187346,-0.463671809,-0.502582673,-0.550108405,-0.488446425,-0.510641175,-0.534755566,-0.653525859,-0.636250469,-0.649683564,-0.583070978,-0.573798152,-0.61568234,-0.442101166,-0.480919258,-0.549694847,-0.508228208,-0.517545802,-0.534575955,-0.653578561,-0.637597965,-0.64948748,-0.569898253,-0.570719528,-0.616893724,-0.439073982,-0.478813057,-0.551320934,-0.439073982,-0.510257176,-0.535281799
403.1,0,-0.857190467,-0.870402785,-0.851183483,-0.817091928,-0.84904774,-0.849105752,-0.785698837,-0.800203298,-0.857692448,-0.7427539,-0.79661957,-0.817617576,-0.845845427,-0.882250397,-0.87687627,-0.803116844,-0.832020884,-0.839514873,-0.77427706,-0.780686014,-0.840424998,-0.735690563,-0.783066102,-0.803359073,-0.613638877,-0.675016826,-0.685467522,-0.555509212,-0.587814674,-0.630928868,-0.46341836,-0.502290723,-0.551401427,-0.488098883,-0.510324996,-0.535256062,-0.65606103,-0.63787813,-0.652319945,-0.583616536,-0.574245269,-0.615797195,-0.443027282,-0.4816243,-0.550981863,-0.50814817,-0.518234939,-0.535081318,-0.656123846,-0.639093505,-0.652162934,-0.570287447,-0.571026277,-0.617015751,-0.439787175,-0.479326668,-0.552621165,-0.439787175,-0.510822058,-0.535789558
403.2,0,-0.857501465,-0.871862401,-0.853905336,-0.815992876,-0.847939038,-0.848623764,-0.784234659,-0.798853709,-0.857038423,-0.7416105,-0.795224844,-0.816361843,-0.845589164,-0.882807251,-0.878564317,-0.801717849,-0.830539949,-0.838466794,-0.772436609,-0.778936246,-0.83924083,-0.734140504,-0.781424889,-0.801764488,-0.615718071,-0.676246139,-0.687912732,-0.555327701,-0.587229316,-0.630601855,-0.463090363,-0.501897724,-0.552587174,-0.487677759,-0.50993546,-0.535694026,-0.658500141,-0.639420241,-0.654852445,-0.584096318,-0.574631128,-0.615844411,-0.443854331,-0.482241165,-0.552176278,-0.508011397,-0.518866592,-0.535511047,-0.65855535,-0.6405047,-0.65474111,-0.570618257,-0.571266242,-0.617073225,-0.440409299,-0.479762872,-0.553817099,-0.440409299,-0.511318955,-0.536216529
403.3,0,-0.857756427,-0.873242222,-0.856541052,-0.8148432,-0.84679195,-0.848078202,-0.782713996,-0.797437916,-0.85630775,-0.740429026,-0.793806545,-0.815056893,-0.845285675,-0.883287972,-0.880173111,-0.800284514,-0.82902385,-0.837373637,-0.770549334,-0.777147675,-0.838004113,-0.732552508,-0.779766973,-0.800139461,-0.617707947,-0.67740757,-0.690256611,-0.555098981,-0.586601932,-0.63020225,-0.462684765,-0.50144759,-0.553691172,-0.487173304,-0.509511756,-0.53606583,-0.66084038,-0.640888483,-0.657313118,-0.58448948,-0.574957723,-0.615819454,-0.444616359,-0.482777309,-0.553274555,-0.507788661,-0.519429763,-0.535888539,-0.660911894,-0.641834037,-0.657236759,-0.570873481,-0.571447545,-0.617058904,-0.440976646,-0.480127224,-0.554932341,-0.440976646,-0.511746666,-0.536600469
403.4,0,-0.857943851,-0.874540655,-0.859085361,-0.813647689,-0.845589193,-0.847480665,-0.781141823,-0.795968243,-0.855510385,-0.739190843,-0.792335612,-0.813713887,-0.844928644,-0.883699139,-0.881696881,-0.798805659,-0.827473992,-0.836227181,-0.768624995,-0.775318238,-0.836705928,-0.730931305,-0.77806944,-0.798485307,-0.61960656,-0.678474288,-0.692502075,-0.554781937,-0.585908555,-0.629723307,-0.462207452,-0.500916218,-0.554696057,-0.486620187,-0.508999189,-0.536353536,-0.663067702,-0.642267115,-0.659674788,-0.584816551,-0.575219519,-0.615710216,-0.445267383,-0.483218952,-0.554273818,-0.507494977,-0.519910757,-0.536177785,-0.663149973,-0.643077347,-0.659633856,-0.571050816,-0.571554832,-0.61695758,-0.441421818,-0.480401661,-0.555942478,-0.441421818,-0.512101565,-0.536895484
403.5,0,-0.85807153,-0.875756088,-0.861539674,-0.812403182,-0.844340916,-0.84681814,-0.779503041,-0.794441293,-0.854634974,-0.737901473,-0.790818499,-0.812315039,-0.84452838,-0.884044266,-0.883147446,-0.797289204,-0.825887439,-0.835035671,-0.766648803,-0.77343186,-0.835352112,-0.729265575,-0.776342945,-0.796794647,-0.62140388,-0.679450859,-0.694652163,-0.554399232,-0.585161382,-0.629173508,-0.461658141,-0.500298718,-0.555595494,-0.485964597,-0.508450424,-0.536590522,-0.665212393,-0.643562033,-0.661939654,-0.58506244,-0.575410644,-0.615544803,-0.44584442,-0.483581439,-0.555171937,-0.507143049,-0.520331131,-0.536408969,-0.665290648,-0.644242538,-0.661944206,-0.571160659,-0.571607158,-0.616797693,-0.441802397,-0.480589687,-0.556845589,-0.441802397,-0.512381498,-0.537118342
403.6,0,-0.858140752,-0.876891379,-0.863912254,-0.811110239,-0.8430532,-0.846103552,-0.777818887,-0.792867867,-0.853705359,-0.736569571,-0.789272753,-0.810885486,-0.844082142,-0.884316491,-0.884518085,-0.795729995,-0.824273802,-0.833803916,-0.76464076,-0.771510074,-0.833943673,-0.727577373,-0.774576755,-0.795064427,-0.623123572,-0.680353976,-0.696717466,-0.553952804,-0.584354498,-0.628564705,-0.461034669,-0.499637337,-0.556407304,-0.485248467,-0.507834433,-0.536752915,-0.667258428,-0.644781232,-0.66413623,-0.585247562,-0.575539297,-0.615314876,-0.446347302,-0.483864516,-0.555987645,-0.506715978,-0.520684223,-0.536570787,-0.667350181,-0.645334696,-0.664168624,-0.571206082,-0.571593451,-0.616576223,-0.442123433,-0.480702731,-0.557671608,-0.442123433,-0.512614906,-0.537293653
403.7,0,-0.8581476,-0.877953982,-0.866197257,-0.809783108,-0.841726863,-0.845333089,-0.776084706,-0.791230782,-0.852702574,-0.73518647,-0.787683996,-0.809408246,-0.843593804,-0.884532411,-0.885815753,-0.794153629,-0.822629141,-0.832528505,-0.762593744,-0.769552354,-0.832492471,-0.725851541,-0.772797813,-0.793312804,-0.624755101,-0.681173419,-0.698691556,-0.553461551,-0.583508262,-0.627879754,-0.460339487,-0.498888785,-0.55714197,-0.484473907,-0.507175976,-0.536866538,-0.669222689,-0.645930322,-0.666241224,-0.585368178,-0.575622912,-0.615018273,-0.446776845,-0.484077025,-0.556709514,-0.506239232,-0.520985803,-0.536686418,-0.669306914,-0.646358724,-0.666315049,-0.571176181,-0.57153818,-0.616290218,-0.442337041,-0.480752028,-0.558412075,-0.442337041,-0.512789457,-0.537405142
403.8,0,-0.858097575,-0.878934828,-0.868401212,-0.808395454,-0.840349608,-0.8445031,-0.774301618,-0.789539623,-0.851632245,-0.733753798,-0.786046749,-0.807886586,-0.84305156,-0.884678853,-0.887034369,-0.792518032,-0.820947202,-0.831203513,-0.760496227,-0.767553807,-0.830974709,-0.724091598,-0.770979841,-0.79152513,-0.62628827,-0.681910961,-0.700561193,-0.552889741,-0.582598063,-0.627125926,-0.45958245,-0.49805454,-0.557778924,-0.483615116,-0.506449119,-0.536904949,-0.671074828,-0.647001157,-0.668257981,-0.585414042,-0.575635551,-0.614652735,-0.447112859,-0.484202142,-0.55734994,-0.505677888,-0.521196632,-0.536719213,-0.671174168,-0.647296634,-0.668371126,-0.571082087,-0.571406076,-0.615924993,-0.442497463,-0.480716746,-0.559051467,-0.442497463,-0.512875751,-0.537439601
403.9,0,-0.857994674,-0.879843391,-0.870520665,-0.806973075,-0.838929824,-0.843619326,-0.772460994,-0.787797614,-0.850500422,-0.732283601,-0.784379728,-0.806325304,-0.84247709,-0.884755201,-0.888182465,-0.790864954,-0.819230985,-0.829839083,-0.758373075,-0.765510465,-0.829409982,-0.722294132,-0.769134253,-0.78971178,-0.627743196,-0.682560675,-0.702343819,-0.552249121,-0.581629653,-0.6263099,-0.458752079,-0.49716647,-0.558311063,-0.482704382,-0.505659578,-0.536874408,-0.672849813,-0.647989936,-0.670185068,-0.585393683,-0.57558362,-0.614216795,-0.447362919,-0.484249358,-0.557879345,-0.50506111,-0.521347385,-0.536692052,-0.672944773,-0.648157081,-0.670334069,-0.570920275,-0.571224239,-0.615495513,-0.442576017,-0.480604235,-0.559593862,-0.442576017,-0.512913501,-0.537415786
404,0,-0.857830287,-0.880671917,-0.872558346,-0.805497468,-0.837476711,-0.842682094,-0.770577313,-0.786002832,-0.849298325,-0.730761092,-0.782671119,-0.804723362,-0.841842481,-0.88477568,-0.889256613,-0.789166839,-0.817490173,-0.828424925,-0.756195888,-0.763436627,-0.827797365,-0.720472014,-0.767259401,-0.78786032,-0.62910807,-0.683147254,-0.704048615,-0.551552917,-0.580617147,-0.625422771,-0.457851937,-0.496205813,-0.558766493,-0.481710961,-0.504829275,-0.536787466,-0.674531919,-0.648903615,-0.672042466,-0.585295136,-0.575469793,-0.613723,-0.447538898,-0.484230566,-0.558336265,-0.504378663,-0.521440108,-0.536605234,-0.674632727,-0.648942319,-0.672223439,-0.570693783,-0.570977479,-0.615016037,-0.442569991,-0.480411598,-0.560056505,-0.442569991,-0.51289364,-0.537327665
404.1,0,-0.857613085,-0.881435865,-0.874514851,-0.803985867,-0.835975488,-0.841692957,-0.768636108,-0.784163366,-0.848039281,-0.729194176,-0.780926559,-0.803070825,-0.841179623,-0.884731334,-0.890259277,-0.787438924,-0.815714116,-0.826981137,-0.753997838,-0.761318867,-0.82613693,-0.718606435,-0.765360034,-0.785990154,-0.630393788,-0.683647565,-0.705656859,-0.550789835,-0.579547612,-0.624475326,-0.456883499,-0.495176864,-0.559140812,-0.480665956,-0.503939,-0.536632123,-0.676128812,-0.649745143,-0.67381066,-0.585154312,-0.575306845,-0.613156393,-0.447655408,-0.484131222,-0.558700698,-0.503640354,-0.521470369,-0.536448547,-0.676236389,-0.64964768,-0.6740301,-0.570398551,-0.570676795,-0.61445226,-0.442494047,-0.480155767,-0.560434526,-0.442494047,-0.512794575,-0.53717516
404.2,0,-0.857333978,-0.882124511,-0.876396871,-0.802427968,-0.834430438,-0.840653269,-0.766660477,-0.782273821,-0.846715316,-0.727583196,-0.77913767,-0.801385966,-0.840466504,-0.884626332,-0.89119682,-0.785676763,-0.813916184,-0.82548766,-0.751758131,-0.759162793,-0.824420342,-0.716717247,-0.763436628,-0.784089226,-0.631601246,-0.684072801,-0.707186831,-0.549974993,-0.57843596,-0.623451314,-0.455856099,-0.494083767,-0.559429288,-0.479559331,-0.502996672,-0.536431912,-0.67762635,-0.650506954,-0.675505125,-0.584936319,-0.57509009,-0.612538359,-0.447687676,-0.483955188,-0.558995388,-0.502833762,-0.521440337,-0.536245546,-0.677751942,-0.650296294,-0.675755167,-0.5700435,-0.570323595,-0.613841898,-0.442354858,-0.479831792,-0.560735482,-0.442354858,-0.512651416,-0.536973326
404.3,0,-0.857006979,-0.882738683,-0.878195678,-0.800830251,-0.832852305,-0.839560868,-0.764623567,-0.780324962,-0.845332057,-0.725932557,-0.777317868,-0.799668989,-0.839708677,-0.884460767,-0.892063057,-0.783876579,-0.812083417,-0.823955334,-0.749483202,-0.756971245,-0.822660401,-0.714803506,-0.761474171,-0.782150718,-0.632718019,-0.684421338,-0.708632274,-0.54908624,-0.577255005,-0.622373023,-0.454759979,-0.492920593,-0.559639813,-0.478386607,-0.501998903,-0.536162123,-0.679056129,-0.651206025,-0.67711335,-0.584654952,-0.574813858,-0.611847157,-0.447648157,-0.48370793,-0.559193096,-0.501968375,-0.521352327,-0.535980783,-0.679172755,-0.650870915,-0.677406362,-0.569633971,-0.5699155,-0.613163896,-0.442144651,-0.4794276,-0.560944,-0.442144651,-0.512447087,-0.536701829
404.4,0,-0.856623136,-0.883282847,-0.879924549,-0.799183027,-0.831237373,-0.838414256,-0.762552544,-0.778333219,-0.84389261,-0.724241704,-0.775467531,-0.7979061,-0.838913928,-0.884235959,-0.892865547,-0.782056186,-0.810224828,-0.822385947,-0.747172319,-0.754744491,-0.820858227,-0.712856388,-0.759508004,-0.780191132,-0.63377643,-0.684703822,-0.709996349,-0.548161076,-0.576050237,-0.621239203,-0.453605579,-0.491705578,-0.559757121,-0.47714976,-0.500958324,-0.535828636,-0.680397621,-0.651836813,-0.67865046,-0.584322134,-0.574478567,-0.611107377,-0.447543922,-0.483398886,-0.559315215,-0.501055272,-0.521202216,-0.535649658,-0.680520116,-0.65137521,-0.678976803,-0.569161508,-0.569454253,-0.612426234,-0.441859122,-0.478967953,-0.56107053,-0.441859122,-0.512181555,-0.536375586
404.5,0,-0.856187751,-0.883760504,-0.881575528,-0.797500838,-0.829579505,-0.837220735,-0.760430565,-0.776299154,-0.842387326,-0.722496512,-0.77357484,-0.796102586,-0.838084633,-0.883954306,-0.893592643,-0.780195785,-0.808331088,-0.820775386,-0.744825438,-0.752479038,-0.818996332,-0.710868361,-0.75749527,-0.778201398,-0.634715995,-0.68490241,-0.71126722,-0.547158415,-0.574783291,-0.620032326,-0.452374561,-0.490405328,-0.559800213,-0.475848387,-0.499857158,-0.535446072,-0.681646979,-0.652387198,-0.680107529,-0.583903817,-0.574090697,-0.610310871,-0.447353672,-0.483012916,-0.559355939,-0.500073833,-0.520989485,-0.535265241,-0.681778135,-0.65180428,-0.680463184,-0.56861416,-0.568929434,-0.611629656,-0.44150459,-0.478433875,-0.561121464,-0.44150459,-0.511851398,-0.535988858
404.6,0,-0.855695026,-0.884167644,-0.883149236,-0.795779285,-0.827877964,-0.835972122,-0.758263259,-0.774215747,-0.840829244,-0.72072055,-0.771654961,-0.794267773,-0.837210533,-0.883612144,-0.894257192,-0.778297262,-0.806411864,-0.819122995,-0.742440907,-0.750175487,-0.817096848,-0.708859686,-0.755459544,-0.776182077,-0.635596256,-0.685025091,-0.712464541,-0.546094389,-0.573461392,-0.61875685,-0.451084323,-0.489048321,-0.559758063,-0.474481464,-0.498702102,-0.534996441,-0.6828228,-0.652864226,-0.68148497,-0.583450151,-0.573643782,-0.609430868,-0.447082675,-0.482544925,-0.559314302,-0.499032264,-0.520715678,-0.534812086,-0.682951478,-0.652159813,-0.681880418,-0.568011774,-0.568361012,-0.610758586,-0.44108327,-0.477821596,-0.561088385,-0.44108327,-0.511464052,-0.535543665
404.7,0,-0.855161508,-0.884511803,-0.884653658,-0.79400812,-0.826150927,-0.834687971,-0.756048207,-0.772086227,-0.839215058,-0.718911394,-0.769680454,-0.792383187,-0.836295199,-0.88321381,-0.894862467,-0.776377856,-0.804468975,-0.817439933,-0.740032334,-0.747852305,-0.815155369,-0.706826107,-0.753404402,-0.7741402,-0.636412401,-0.68508693,-0.713581084,-0.544997357,-0.572108811,-0.61744026,-0.449757654,-0.487641625,-0.559642804,-0.47306145,-0.497510968,-0.534503504,-0.683918975,-0.653279896,-0.682795798,-0.582929723,-0.573152373,-0.608517881,-0.446773946,-0.482031574,-0.559197676,-0.497942335,-0.520393644,-0.534318706,-0.684050373,-0.652458147,-0.683225678,-0.567355109,-0.567745606,-0.609852639,-0.440590854,-0.477170882,-0.560973314,-0.440590854,-0.511034847,-0.5350503
404.8,0,-0.854570194,-0.884785258,-0.886081578,-0.792205107,-0.824375906,-0.833342852,-0.753801689,-0.769907749,-0.837543946,-0.717055193,-0.767685805,-0.79047283,-0.835341528,-0.88275842,-0.895395023,-0.7744256,-0.802489972,-0.815714037,-0.737583612,-0.745481699,-0.813161445,-0.704761163,-0.751319309,-0.772068193,-0.637138495,-0.68507309,-0.714618672,-0.54381423,-0.57069097,-0.616051382,-0.448333319,-0.486157376,-0.559449614,-0.471574271,-0.496248186,-0.533940581,-0.684928048,-0.653621486,-0.684022976,-0.582346597,-0.572608615,-0.607531263,-0.446374643,-0.481432016,-0.558998373,-0.496782927,-0.520003974,-0.533753204,-0.685070796,-0.652682379,-0.684482103,-0.566636493,-0.567059107,-0.608876199,-0.440030961,-0.476432254,-0.560784832,-0.440030961,-0.510539127,-0.534479253
404.9,0,-0.853934747,-0.884991836,-0.887438116,-0.790361218,-0.822569236,-0.831956422,-0.751498319,-0.767690382,-0.835815691,-0.715153744,-0.765662664,-0.788522938,-0.834346555,-0.882251618,-0.895865482,-0.772435596,-0.800492991,-0.813953205,-0.735106386,-0.743082172,-0.81112965,-0.702667174,-0.749211734,-0.769969437,-0.637794287,-0.684985731,-0.715577858,-0.542594475,-0.569231266,-0.614600278,-0.446872563,-0.484612741,-0.559168845,-0.470024924,-0.494949581,-0.533316972,-0.685864973,-0.653899739,-0.685181988,-0.581703153,-0.571996152,-0.606488924,-0.44590836,-0.480787364,-0.55871903,-0.495578605,-0.519557592,-0.533136334,-0.686012886,-0.652842561,-0.685682322,-0.565864396,-0.566338206,-0.607839055,-0.439412437,-0.475631463,-0.560522516,-0.439412437,-0.509988376,-0.53386412
405,0,-0.853245957,-0.885136646,-0.888726311,-0.788480023,-0.820723564,-0.830518473,-0.749166487,-0.765425303,-0.834037163,-0.713218096,-0.763597067,-0.78653614,-0.833325753,-0.88168667,-0.896277015,-0.770426005,-0.798464918,-0.812153748,-0.732591389,-0.74065555,-0.809059966,-0.700540738,-0.747082392,-0.76785362,-0.638375414,-0.684837958,-0.716459576,-0.541307638,-0.567737347,-0.613096569,-0.445367543,-0.483028559,-0.558835327,-0.468438778,-0.493604417,-0.532655638,-0.68672707,-0.654121596,-0.686263875,-0.581008575,-0.571343946,-0.605406755,-0.445393048,-0.48005567,-0.558379168,-0.494325749,-0.519067724,-0.532478421,-0.686872704,-0.65293959,-0.686797702,-0.565034688,-0.565563424,-0.606760545,-0.438720521,-0.474770781,-0.560183311,-0.438720521,-0.509387315,-0.533205188
405.1,0,-0.852504638,-0.885215886,-0.8899411,-0.786560326,-0.818845,-0.829038369,-0.746782771,-0.763115355,-0.832201892,-0.711237477,-0.761499071,-0.784506818,-0.832254287,-0.881067062,-0.896624762,-0.768375656,-0.796411037,-0.810320367,-0.730052565,-0.73818421,-0.806942575,-0.698401727,-0.744929096,-0.765700167,-0.638871509,-0.68460701,-0.717266997,-0.539976943,-0.566190496,-0.611534616,-0.44376743,-0.481363388,-0.558416045,-0.466782172,-0.492203019,-0.531940188,-0.68751405,-0.654261399,-0.687275355,-0.580242115,-0.570638469,-0.604254351,-0.444787511,-0.479269712,-0.557953867,-0.493009013,-0.518514644,-0.531753451,-0.687656294,-0.652968037,-0.687840165,-0.56413231,-0.564736396,-0.60561327,-0.437975498,-0.473845028,-0.559770426,-0.437975498,-0.508733728,-0.53248218
405.2,0,-0.851724448,-0.885229221,-0.891093871,-0.784606762,-0.816930278,-0.827513624,-0.74437215,-0.760767571,-0.830318123,-0.709235098,-0.75937441,-0.782457802,-0.831161704,-0.880396403,-0.896911691,-0.766307106,-0.794333939,-0.808447808,-0.727484331,-0.735696663,-0.804785757,-0.696231666,-0.742750062,-0.763530383,-0.639312968,-0.684322793,-0.717998281,-0.538584825,-0.564597859,-0.609917383,-0.442145417,-0.479655409,-0.557924875,-0.465084296,-0.490775309,-0.531173757,-0.688217285,-0.65434719,-0.688220283,-0.579444017,-0.569890841,-0.603052611,-0.444145184,-0.478435342,-0.557471543,-0.49165613,-0.517916578,-0.530986771,-0.688384809,-0.652932839,-0.688823486,-0.563209912,-0.563865927,-0.604421884,-0.437168926,-0.472872283,-0.55928941,-0.437168926,-0.508034791,-0.531714569
405.3,0,-0.850881865,-0.885182973,-0.892173462,-0.782616436,-0.814985042,-0.825944473,-0.741905121,-0.758379243,-0.828377186,-0.707181058,-0.75721512,-0.780363378,-0.830021482,-0.879671405,-0.897141735,-0.764212557,-0.792227999,-0.806552693,-0.724877125,-0.733171681,-0.80258608,-0.694029792,-0.740543688,-0.761332025,-0.63966562,-0.683962524,-0.718653153,-0.537146286,-0.562955849,-0.608241582,-0.440444965,-0.477886246,-0.557360619,-0.463309409,-0.489268875,-0.530328209,-0.688851188,-0.654357583,-0.689094291,-0.578575902,-0.569085022,-0.601790261,-0.443426023,-0.477519131,-0.556896902,-0.490230838,-0.517259163,-0.530154403,-0.689004458,-0.65283113,-0.689721388,-0.562201823,-0.562946049,-0.603161536,-0.436297959,-0.471827508,-0.55872146,-0.436297959,-0.507259823,-0.530887078
405.4,0,-0.850009703,-0.885073034,-0.893182012,-0.780583711,-0.812998411,-0.824325551,-0.739411091,-0.75594117,-0.826387767,-0.705102414,-0.755029544,-0.778235985,-0.828836101,-0.878892309,-0.897307083,-0.762076106,-0.790092976,-0.804612806,-0.722248077,-0.730608287,-0.800345507,-0.691798875,-0.738313607,-0.759104834,-0.639958774,-0.683531441,-0.719234563,-0.535650204,-0.561269122,-0.60650662,-0.438684678,-0.476051101,-0.556724012,-0.461487756,-0.487736513,-0.529462787,-0.689414687,-0.654313928,-0.689889558,-0.577657288,-0.568229231,-0.600479429,-0.442642079,-0.476543219,-0.556264896,-0.488759685,-0.516540688,-0.529276136,-0.689570573,-0.652668554,-0.690557676,-0.561158319,-0.561976488,-0.601856067,-0.435359845,-0.470716403,-0.558096102,-0.435359845,-0.506447127,-0.530007967
405.5,0,-0.849077742,-0.884901507,-0.894126339,-0.778518637,-0.810981001,-0.82266679,-0.736865719,-0.753473457,-0.824349459,-0.702983387,-0.752811993,-0.776083343,-0.827634172,-0.878070324,-0.897417709,-0.759924265,-0.787940854,-0.802640054,-0.719585008,-0.728030852,-0.798070664,-0.689563216,-0.736073375,-0.756863658,-0.640188287,-0.683050373,-0.719747799,-0.534104691,-0.559548059,-0.604730603,-0.436881951,-0.474173813,-0.556017862,-0.4596259,-0.48615007,-0.528534732,-0.689897239,-0.654207124,-0.690628866,-0.576678522,-0.56733488,-0.59911902,-0.441805099,-0.475514755,-0.555557089,-0.487246475,-0.515787095,-0.528345004,-0.690066867,-0.652438175,-0.691329111,-0.560045953,-0.560953345,-0.600504177,-0.434374639,-0.469558245,-0.557399575,-0.434374639,-0.505588671,-0.529079342
