Wavelength (nm),N2 Baseline,0.02P DCM,0.05P DCM,0.10P DCM,0.20P DCM,0.30P DCM,0.02P DCM,0.05P DCM,0.10P DCM,0.20P DCM,0.30P DCM,0.02P DCP,0.05P DCP,0.10P DCP,0.20P DCP,0.30P DCP,0.02P DCP,0.05P DCP,0.10P DCP,0.20P DCP,0.30P DCP,0.02P EtOH,0.05P EtOH,0.10P EtOH,0.20P EtOH,0.30P EtOH,0.02P EtOH,0.05P EtOH,0.10P EtOH,0.20P EtOH,0.30P EtOH,0.02P MeOH,0.05P MeOH,0.10P MeOH,0.20P MeOH,0.30P MeOH,0.02P MeOH,0.05P MeOH,0.10P MeOH,0.20P MeOH,0.30P MeOH,0.02P Water,0.05P Water,0.10P Water,0.20P Water,0.30P Water,0.02P Water,0.05P Water,0.10P Water,0.20P Water,0.30P Water
711.31,0,-26.9321703,-26.42915496,-9.568501429,-6.215612536,-5.873134544,18.45642464,54.77095668,100.9393224,149.7757794,180.4962234,-2.441358994,-1.382591912,-3.15384963,-4.138996599,-4.396140537,12.15220615,15.91678634,12.87990239,19.93881864,22.24012516,-13.31269578,-5.243279482,0.264232132,-1.995931775,-1.047205008,28.28175027,68.78233884,99.05655193,159.1633334,203.8718391,-4.176976236,-6.867542561,-9.223801831,-5.055691676,-2.997538925,35.38695314,56.07115332,79.26369227,109.4554917,129.7989647,0.806317818,0.310653171,-2.357894191,-5.447445572,-5.257762992,10.40211365,12.76317598,11.00077888,17.31822416,22.72453764
711.647,0,-22.31713771,-25.5609603,-10.52446727,-5.452622719,-5.402697952,6.966437676,42.28507754,82.50301911,132.5345536,160.1703711,-1.57748925,-1.729369224,-2.927938635,-3.730593383,-3.299904857,15.51736583,21.62168948,21.44155058,27.13255901,30.95156649,-11.97740678,-5.704945046,-0.036120691,-0.702200067,-1.658890351,27.84511863,65.7076456,104.5103395,156.6995686,206.6564874,-4.895232622,-6.937316368,-9.45315892,-7.713389565,-5.731885741,35.06625075,57.69281324,82.65330003,111.8161329,133.1224893,0.539230024,0.622489612,-0.421048604,-4.212262331,-6.054726302,10.14566181,11.71532616,14.03863205,17.39550348,18.61051298
711.985,0,-21.59533716,-26.14778419,-11.29785142,-7.049086064,-6.128471787,12.57869692,46.71417904,89.64840638,150.5909885,172.300559,-1.322400023,-2.326389411,-2.220393756,-1.952489421,-3.008729546,12.18731587,18.77441021,17.12876356,22.48073747,25.42493488,-11.00444931,-8.736706745,-2.766519346,0.200396782,-1.554067512,29.58284552,70.62881262,104.5862345,154.7134759,206.9979666,-4.266359646,-8.00449294,-11.10782429,-9.847957715,-6.677511592,35.66993872,60.70185987,88.19356713,112.2793387,133.4513346,-0.388868366,0.176313502,-1.918223148,-7.876303302,-8.526150135,10.61255671,15.50439512,12.96895823,17.55421541,23.34123063
712.322,0,-16.20404584,-23.72248425,-10.69292028,-7.964904137,-7.353171765,9.017665586,55.73463146,88.12903899,150.1646571,181.4495041,-0.268003156,-0.508227736,-0.769225689,-1.362361597,-2.81225106,14.57601387,15.86009768,15.58265765,22.94355137,26.52272926,-6.338542438,-10.47607748,-3.108508302,1.744251378,-0.419745999,27.51173466,71.0771912,110.0472626,158.8339526,208.2555612,-5.724923248,-10.64826972,-11.09699361,-11.531233,-10.3928051,27.52857206,53.00952232,79.84910832,110.1091997,131.8846873,-0.60348546,-0.510363408,-3.10740272,-8.152790122,-9.732409969,4.809992542,4.457451308,5.524437371,10.89972268,13.8472515
712.659,0,-12.96137271,-22.67083718,-10.61571875,-9.646842355,-8.448581419,12.41465558,51.89785709,94.16852565,154.8134253,183.4955722,1.336294143,1.932188308,0.845261079,0.593566188,-0.121718655,14.95064207,17.77687149,18.10418148,26.35804018,24.44960332,-3.021566162,-13.73440389,-5.669598455,-0.081457362,-0.385631975,29.56820457,65.002665,92.71414271,150.999376,202.4670775,-5.583618421,-8.450031236,-10.59062561,-11.99865836,-10.71127553,31.02791613,52.30262699,75.94100085,105.2061971,131.5503844,0.305948923,0.180982359,-2.345685379,-7.017055217,-8.842829897,8.222600101,11.35944771,10.0856337,12.9136162,13.78828145
712.996,0,-9.426166106,-22.3833431,-11.57989804,-10.38653009,-9.557089109,14.37663174,48.10423751,94.02635716,144.981683,179.4270815,3.61818401,1.274832893,1.659644983,1.984793096,1.240413872,13.5957823,16.34538545,19.32785872,20.32515034,26.63940206,-2.148534083,-13.86653139,-6.546578678,-1.61795991,0.579553887,32.05626517,76.58121778,115.7227133,165.0652825,217.4244867,-9.003644552,-10.10263542,-12.70382311,-14.29902668,-12.90746438,33.99758365,56.2298946,73.5946603,107.8672339,133.7118461,0.969411885,0.915823315,-0.408312213,-7.425840932,-8.342207685,-1.665841444,9.69763632,6.021353874,6.026006134,4.620691259
713.333,0,-5.907669076,-15.07604358,-10.20672329,-9.325604206,-10.12846641,9.043879811,46.59042483,84.11251843,135.7801049,164.8060304,4.37451649,3.064915119,4.213482328,4.180833986,3.849611765,19.16831946,25.56879951,27.21119714,27.6967078,28.80449818,-2.523633748,-12.75831812,-8.81902056,-0.836421225,-0.193804698,31.40029817,63.67276682,102.0922009,157.5963817,205.727805,-6.500633994,-7.497056046,-10.55935766,-12.24842113,-12.59360544,32.04150693,58.71478907,74.23880053,111.2578058,138.2892539,1.070967785,1.320083659,-1.080841522,-4.066518248,-7.539532731,-2.814538807,7.306874731,9.700125721,7.586332485,13.25533264
713.669,0,-1.932874243,-14.47415998,-8.899547531,-9.54072102,-9.888987063,12.72043977,57.67595305,105.937917,152.009975,189.4363978,5.465534914,6.683854559,5.755319808,7.379455455,6.4130232,14.2006013,18.87917329,20.83536653,23.01232508,28.49525414,3.394508145,-9.63193491,-6.877192548,0.591996259,1.708943958,25.27925571,65.80403598,98.8014051,152.657706,208.4386666,-6.792314978,-8.899773096,-9.915376943,-11.81711997,-11.8125172,33.64767392,55.07295187,71.8376495,111.5435967,136.775042,1.608462906,3.148009259,1.835124983,-1.134158313,-5.412536888,3.138856608,8.794891178,12.59754864,13.92966344,15.46750008
714.006,0,4.218605934,-6.551102668,-6.490409475,-7.478226453,-8.385686032,15.45113586,43.51269943,97.01743135,143.1423075,172.4988826,4.510377475,3.849717996,4.79023618,5.849111468,5.574290796,12.3282545,19.79169949,15.69304825,19.65934516,20.48104497,4.026516493,-10.52807169,-9.70070574,-1.322164032,-0.040488798,28.0639384,67.08634057,103.7671154,154.841302,206.3766197,-8.274261646,-9.970931819,-10.43976631,-13.22120565,-12.92387646,30.55962337,57.10659153,77.40148791,111.8688659,136.0534741,1.357922418,4.063957579,4.583240763,0.831910329,-3.964011593,2.703379777,-0.299147503,-0.010315431,5.009247047,7.722942256
714.343,0,5.432657828,0.876451306,-4.713801446,-6.537800645,-6.559633841,16.52358181,49.57114829,94.67450377,153.5538895,176.6724008,4.037958441,1.681662894,4.016844174,4.232333046,5.370181665,11.84960587,17.41009506,19.19254711,21.7446463,26.67757705,2.518358544,-9.570012827,-12.66360297,-4.227120078,-2.362327423,29.32893579,70.74549896,112.4441739,168.5741428,222.2971139,-9.767203782,-9.760299088,-10.6675358,-12.13933264,-12.82240675,26.93137696,47.00457597,64.6734309,94.3033509,127.5498962,2.103097251,5.130416978,5.94036877,5.466709241,0.368991422,5.103578687,10.36554569,9.052781291,13.23390965,14.98789865
714.68,0,6.525599331,0.471746918,-3.277219045,-5.257210167,-6.560115122,8.788420947,43.79575837,86.67926425,137.3323952,169.4232586,3.853608269,3.942840385,3.512166524,4.166011878,5.48698142,13.98748484,21.04493764,21.78458907,25.18829474,29.50838272,-2.386521942,-10.10222941,-13.40304015,-8.303811093,-5.960018672,28.10744199,66.59815778,105.796938,161.6550745,211.9096852,-8.518003865,-8.882324153,-8.770539551,-10.34091231,-12.20477336,28.4440048,47.8364531,61.35671892,103.9660799,125.8805526,2.054537065,4.098068528,6.212422196,6.43957193,3.923500654,10.5392136,10.93343789,10.73014601,13.42195211,20.10629139
715.016,0,6.393050884,3.046891811,-1.165821231,-4.563499847,-4.645846472,11.87576435,48.16935858,87.09146881,139.6896217,166.972125,4.097473275,3.731909375,3.789364133,4.534826998,6.586073592,11.59451611,13.54269377,19.63935976,22.81038248,25.33891628,-0.243730932,-10.56842626,-15.23183645,-12.24932017,-9.178371894,31.95114432,63.20279969,101.4285032,159.7066575,211.0654723,-9.255888338,-10.99391413,-10.26067296,-11.60269566,-13.38189998,32.37171339,44.73807453,69.79594567,106.433398,130.3418746,0.522465813,3.107440951,6.917077074,6.745254702,2.886435449,-1.358419567,7.564335737,8.418940107,9.268109125,15.40378384
715.353,0,5.271765072,3.25689184,0.619052587,-5.073737128,-2.940456384,2.578967119,39.91899481,83.75237775,137.442686,161.5428081,1.837059022,4.237164204,3.107858247,4.074673169,5.128365593,17.51915022,13.92191803,19.83939275,27.64944111,23.13207285,-1.734515039,-9.20831876,-14.51594146,-13.77450731,-9.282606084,34.52696284,73.2686968,98.2796573,163.9508969,219.1215155,-6.298874182,-7.636351508,-7.099855207,-9.134852879,-10.41696655,30.83508077,51.43538994,67.54949258,105.4412651,133.7717107,0.83505179,5.01229329,8.22799391,11.00134563,9.108846918,5.915075999,2.536673736,12.57246377,11.46518204,13.8286497
715.69,0,6.683072376,4.160590048,1.335914642,-1.963223447,-1.775074264,9.565819777,39.91393469,86.76585281,140.1708461,168.231991,-0.557373552,1.022253423,2.811821556,2.800472947,2.743814987,17.48626045,17.62676225,16.9911589,25.17562724,27.01600956,-2.628700649,-8.088025656,-13.64219158,-15.22684476,-12.68282301,27.72445248,64.2737837,95.96504434,154.6253446,200.4618886,-6.57118525,-7.688185587,-8.480857528,-10.507181,-11.35499141,34.04835484,55.34865897,77.13093934,115.754875,138.0043923,0.547658657,6.036272489,10.90302201,16.31245392,13.00352906,6.249128379,4.056917409,8.264990755,8.498022826,8.409848529
716.026,0,1.993804547,6.285882906,1.739077371,-0.554074609,-1.165690275,4.835609509,41.97682439,80.8240217,138.2935577,164.9128615,-1.932833076,0.772025431,0.59570854,0.860216971,0.177739787,14.35596719,16.84864947,16.81432851,20.26750737,23.63880622,-2.361717237,-5.669822937,-12.49550726,-15.10883059,-12.1862007,22.86140769,56.1551147,88.62918255,137.4620682,187.734015,-3.471162074,-6.521781982,-7.653163324,-7.038607268,-9.58684243,27.48492903,44.94661904,72.54848013,101.7608592,126.8589986,2.662339682,6.961578254,12.14668601,17.34803043,17.49940163,3.148934994,4.155875278,4.401043347,7.427394306,7.918191286
716.363,0,0.355707354,11.10717732,4.117249126,1.711500768,0.992969111,8.549936327,45.43134681,85.01564675,146.5789396,169.3052251,-0.225409108,1.293936114,-0.141762627,1.527391563,2.915852629,12.00356542,15.26938695,16.35832425,22.34277508,22.87659701,-3.28857189,-2.893160652,-9.527358946,-13.38959879,-12.50915542,17.98511511,54.15473052,85.97308538,140.0078993,202.0523826,-2.889234166,-6.315856197,-7.275561655,-7.124877818,-8.885607205,25.73121047,54.88428796,68.13308187,108.0394077,133.3408009,2.548725651,7.200404574,14.89935245,19.65158297,22.46408322,7.166611903,10.88956597,10.90350589,13.0437813,14.3267517
716.699,0,-1.466212739,7.235597587,3.785096792,0.399202955,0.709474237,7.13679553,35.5059134,81.39841753,119.2122987,146.1255083,-2.723013105,-1.824365068,0.269887241,-0.375659807,-1.159022259,11.1596885,11.70553436,18.35185744,21.22716545,21.00154916,-1.980916427,-1.567499817,-7.514314724,-13.15152924,-12.79528235,23.18239874,54.70396234,86.06844173,142.4993516,193.969141,-1.271353278,-4.099674702,-5.706987936,-6.506515379,-6.7992437,28.39693157,47.94111262,67.34003949,96.90210593,118.4875991,1.307850959,6.54021819,13.30765301,20.83782422,24.80498312,1.135027227,4.580627946,4.8440017,8.836115311,8.614743001
717.035,0,-1.652310133,4.310181661,3.454558665,2.956365075,1.382148982,11.18039413,34.99246089,86.6128458,127.1036209,166.6493895,-1.901673889,-0.657044777,0.681164222,-1.630496763,-1.2243971,0.647980411,4.306929708,0.383214222,10.91364243,13.20645791,-2.639434311,0.497728425,-4.292723966,-12.60462566,-13.2234005,19.2861412,66.27258333,88.50989315,148.7039814,202.1285743,1.359815358,-3.089583414,-4.475129584,-3.8984092,-5.463999948,29.12831648,43.96821796,59.06522772,95.53787486,123.4027958,0.684560168,4.69626683,11.3372226,20.52536373,28.0064977,3.699043522,5.497661014,5.38071172,11.83641717,9.891613065
717.372,0,-3.408281738,6.739456064,3.052881935,2.870387805,1.748076434,0.986797091,32.59775475,70.30536479,112.6970933,150.5962849,-1.870230495,0.371448724,-0.31338717,-0.924930809,-0.238333084,18.12372719,15.46056876,18.39077236,13.00947562,25.0685846,-2.31295373,2.66628061,-1.687169428,-10.46678294,-12.85333594,23.89392317,61.43207982,84.83376218,145.3261095,191.4209458,6.06554998,1.127939496,-0.923776703,-1.108395036,-1.596586087,22.8965189,40.75636615,58.46422622,80.26221847,110.4827892,1.150603609,5.326474261,10.78228961,17.65636125,24.65278919,7.708540545,7.66433537,6.08715787,11.40019892,11.82804187
717.708,0,-6.060037102,4.078942323,2.617549188,1.861806974,3.467385643,5.324535193,32.84206922,69.60646995,114.3037226,145.3799386,-2.493407813,-0.524979491,-2.722802354,-1.287749942,-0.541470612,9.291002579,10.01632248,14.04959138,12.49700569,16.60826597,-0.536470877,2.088999866,0.290404452,-7.159241846,-11.53723377,19.7577096,60.17038211,81.18328612,137.7230464,185.8967999,8.485711909,1.42946748,1.324362712,0.287455369,0.093495275,31.96781488,48.40043462,63.77999002,99.44087158,125.150207,2.806866056,8.059420538,14.44172889,22.50732571,32.51440485,6.089817238,11.12823588,3.51568411,8.891491854,18.38770603
718.044,0,-6.7859565,-1.345362207,1.150031589,2.840443871,2.273366888,6.810421516,28.62134909,74.96630746,119.5209,143.3762858,-0.749325234,-1.008760962,0.178827937,0.367959821,0.098766665,4.634866987,3.978816957,6.789767988,3.797986104,15.36631702,1.597822034,4.353814605,0.713456148,-6.830031689,-9.536017,19.31318775,55.74501187,89.13115071,138.0063367,191.5726956,12.09396784,7.395006341,2.578821998,0.667435279,0.832386211,28.09585332,38.05874614,62.87453764,94.53067389,112.9202579,2.026468966,6.400434387,13.87296236,22.96351172,29.71325697,4.066613095,6.394746322,8.08667461,7.255950567,16.78572418
718.38,0,-6.750599142,-3.39829297,1.336945816,2.636190082,2.205984096,6.853189174,39.9203943,73.53343381,126.1657172,153.5453048,1.127452197,1.735372322,1.919411478,1.071930772,2.118699893,10.17874369,12.63405777,9.161890711,9.439936447,8.049707768,3.967112092,6.257912883,4.97651682,-1.744088834,-8.038481935,16.73581751,46.04601674,79.00647972,134.559846,181.8522668,14.70614462,8.842701075,5.07960258,2.159552679,2.883871748,25.94343985,41.32762841,61.97880382,85.73788988,118.0093589,1.570995813,5.49978126,8.894723644,18.44200474,26.51625918,3.741728631,4.840030016,-0.302430816,11.16890647,8.90806558
718.717,0,-6.120559272,0.212798278,1.045974114,2.636610829,2.47233211,13.47682553,36.0732716,75.90189138,117.9329496,147.7725339,1.84812782,1.241941131,1.653495189,1.641892563,1.354055478,10.61916517,12.58398897,10.60258938,14.0260832,17.20094008,7.460464938,5.294253484,9.004580257,3.029372633,-4.506045644,20.99052674,49.42101254,78.26089544,129.9312118,182.0186609,20.53359066,16.18753816,10.0239095,7.205567204,5.229000249,24.33498719,36.42704743,60.43505157,88.89772627,117.3256827,1.889194487,4.012663757,7.574139736,16.48124556,26.08751125,9.485627748,11.65569989,13.44716869,10.64433005,8.161983529
719.053,0,-6.113860959,-3.698829498,1.113536222,0.923699826,1.621675479,0.393420811,26.47733529,58.73726831,103.091737,128.3406359,4.125466144,3.673238894,1.75805278,3.251002103,1.815013194,10.84574828,5.537148109,11.74301054,14.02062978,16.04430686,11.009705,7.956671745,13.18090482,5.985250531,0.365946216,19.82002384,48.44398093,74.47258641,126.9719905,175.5327771,20.91233826,17.68509691,13.84575977,7.910082955,5.928013358,27.5592117,44.9359327,58.45138111,88.34061396,115.018196,2.021711904,4.539747938,7.347393467,13.38512877,23.62033858,-0.27492838,0.840957398,2.021532206,4.504551335,4.100244894
719.389,0,-1.627846064,0.149323857,-0.358193882,0.85650082,2.006508164,10.13235285,33.68383134,69.08992665,104.287338,143.6857567,5.941340357,6.146835514,4.41598671,5.640018758,5.837716661,16.08874035,13.98531831,10.82595889,21.14215492,20.0400528,14.37022411,9.76981739,13.05432073,12.13326268,4.511983557,21.1273642,51.90036958,70.10528277,121.2230193,174.8103978,23.36428518,21.55611398,16.0722123,10.75841536,8.244813487,21.55493878,40.81371429,56.43363265,81.2715102,108.2122449,1.463069299,3.474746667,4.844533219,9.089631286,15.10905622,5.781461497,8.066480008,2.163876064,5.288238675,10.93125166
719.725,0,4.476334588,3.739170215,1.599442774,2.751601517,3.462805701,5.98356894,36.03392219,64.5730316,107.8845818,134.5498264,2.790691725,4.022125245,2.635626457,3.51283982,4.3772247,8.628549353,12.38812697,15.42656622,11.03534866,16.76131608,20.24915281,14.50447509,17.74271996,16.27609437,10.24365687,15.69058479,35.01560143,65.99437005,112.3993234,157.2300891,27.03744493,25.03075022,19.26880331,12.6245512,10.67251749,23.08765646,42.33500635,60.68822847,88.31524946,114.3289529,1.962744288,2.410118764,4.566044412,5.418506414,10.51137328,2.549726254,6.611959415,3.148073735,2.839796072,4.774222713
720.061,0,7.561896995,4.060545185,0.16315416,3.260860039,3.970669509,7.538087313,25.84240174,58.13916272,104.4187684,119.2088081,9.033291137,7.6043553,6.785798294,7.202274334,6.731803377,7.282590617,2.150104275,10.97378421,6.772092785,12.78291687,24.7386603,16.15908008,19.28417283,19.10202914,12.34809355,10.34073023,43.04386505,59.86574843,111.3771673,144.9773863,24.24545909,25.4755943,22.34926607,15.00396154,12.7310829,15.50337836,29.34835119,44.3421636,65.17414582,90.4731022,1.803705487,1.482870206,1.899194555,3.037078036,11.2214338,0.328303866,1.36567003,3.093585115,-2.963991484,-0.751643062
720.397,0,15.69043643,12.83691411,4.309833892,5.145947116,5.36780738,1.53124043,22.08111199,50.30593559,85.5675902,113.0836682,10.91075033,9.764356116,7.142326296,9.765499877,8.504724647,9.041138644,5.954602495,13.44824671,6.227689747,12.82924895,27.19139762,17.05610028,16.41990126,20.71786469,16.07220305,19.41087042,43.60893463,73.48091383,121.4243948,170.3694786,22.25124298,26.74493324,20.89963009,16.65392299,14.27753312,23.12947439,38.91419137,49.29761888,76.5424631,92.44673432,1.113654815,2.737802375,0.647894556,3.240646945,8.477197189,6.69736014,0.463714352,0.983074426,-0.84462257,7.374383094
720.732,0,19.1592818,15.22726846,6.029329851,4.314352752,6.114438583,7.895442539,35.34546332,52.60991405,92.46188708,122.6532227,11.78262606,10.25242271,12.97936533,12.9133394,13.49939682,13.86918264,8.983398593,14.21305862,15.11320455,22.63007325,32.20334856,19.77472727,22.50095484,21.64291024,19.6339596,14.35305392,30.27499174,67.53129027,99.60178968,141.2643016,20.17383352,23.27806651,23.11902023,16.64424375,14.55007351,29.16009663,36.63474475,48.82969028,71.23410534,93.96256166,0.250690704,2.072880634,-0.65305764,-0.291141401,2.163619354,7.499396156,4.658224354,3.285600911,3.295262413,13.7710914
721.068,0,30.4522119,31.48353681,10.80857762,8.634732459,11.06222945,7.413660886,24.10499267,48.88872445,77.85453861,116.4565647,9.646807742,7.531211206,9.582348229,9.768636916,10.45873628,8.699376737,8.047783504,7.149987859,7.651161536,6.847799692,30.71188353,16.60791435,17.29745999,20.3531353,19.27748368,6.890955661,29.15930732,56.63970593,99.10579862,139.8923309,16.2252669,24.17782508,23.62069021,20.07718957,16.09944477,18.90081242,38.95810598,41.22938644,68.90611738,98.45095186,0.963933877,2.239304749,2.332740373,1.238080914,3.51782907,6.049263718,3.15268094,9.379243385,12.22657652,8.895893283
721.404,0,28.30139438,33.28637987,10.38572289,9.01688543,8.375231941,6.620386166,18.10649157,50.07763705,83.39472347,111.7688017,7.680229352,8.554236417,10.2722435,11.14142516,13.57562095,2.753378378,-1.816891892,0.52027027,0.17027027,5.497297297,26.47330768,18.02692703,14.59059915,18.46867301,17.67670759,7.748438642,25.61716917,39.2384934,82.47239571,112.5793503,13.58704474,19.88355691,23.37621288,22.67441332,17.57516465,13.73136967,23.20216896,42.49445603,59.00112721,87.7229561,-0.193738881,1.195666598,-0.096069667,1.004274945,2.011417148,-1.522687431,3.729598978,1.008330276,7.183334013,4.309864514
721.74,0,31.86219952,36.4600561,14.38646408,10.57785194,9.312175082,3.171594104,24.72664792,48.55868905,85.03734628,104.6633154,12.47354827,9.960854368,13.96690232,13.46610802,15.85329136,9.711441169,4.715761797,3.919584629,15.26547856,15.31717837,25.48477379,17.55680881,15.83974049,15.30430457,16.12806672,8.932396252,32.4772423,43.15327979,83.05421687,118.0247657,9.130302229,19.37120202,23.26380914,20.58804645,18.40745848,18.97602036,30.4049261,37.02035234,53.95821297,72.88304166,0.092018847,0.224032395,-0.49571024,-2.161517998,-2.280719783,-0.521445148,0.681889809,3.229665072,8.295132224,8.876744119
722.075,0,35.16145831,39.80171285,15.98673471,13.36588341,10.8646684,8.664678595,25.99331547,47.08488201,77.7379203,102.3698389,11.20500346,9.492208519,12.53322692,14.02302379,14.66391973,8.141701526,6.664521488,14.34525903,18.8613591,16.46225109,23.15310784,19.34600948,14.58994521,15.6181448,16.35003994,19.77379591,39.85109103,56.48449239,98.40849798,138.0293482,8.462975184,18.27382757,23.92222428,22.68852604,20.5834977,15.51827797,23.93690852,31.40025979,59.62961588,75.47003155,0.664076322,3.320742113,2.434709435,-1.441256194,-1.270873563,-3.05467853,-1.306687715,10.47000574,7.043628014,6.722158439
722.411,0,26.74404855,34.59944007,16.04160485,11.93768945,10.46969094,2.229111205,22.45445509,31.76917891,66.78019587,87.04515914,7.911575904,7.359556,10.87277487,13.70322646,13.10108598,3.496417457,9.364550916,-0.720127379,10.7628284,9.35441847,15.53627106,18.0666656,11.19441462,13.05693599,13.312372,11.61961258,29.25848621,53.30770076,91.42700209,122.1209125,2.582809299,11.99448399,16.12307984,17.96215597,16.69801889,16.76843265,32.19783919,35.45511584,54.71949316,68.92770789,0.002786676,0.368332945,-2.236330448,-1.191632418,-5.660575373,8.438880821,18.74771885,13.28849992,11.1467466,11.58162037
722.746,0,27.56309293,39.40765787,16.12042285,12.76825983,11.75686198,3.309047816,16.28999572,33.6409343,69.84411924,84.80881291,5.651989151,6.126363016,7.593217396,8.269269361,12.51223761,7.950931038,6.994369007,13.47197462,5.543033511,16.88119939,13.8970748,18.28642328,13.29919469,13.06640871,11.90207741,12.38232955,28.70291374,51.89791049,82.05914251,114.7306775,-0.172999837,8.239058652,13.51832803,16.24283436,16.55880566,11.29683421,15.55980439,21.84137956,38.87340515,55.86498511,0.578733595,-0.704867839,-2.025833486,-2.574817623,-5.098232248,4.676819851,-0.413812469,10.78203167,8.371574039,2.825009052
723.082,0,21.05771528,36.00932427,16.31183254,14.16345376,11.38167501,8.479965034,11.2243747,35.59766517,58.31218453,79.575896,4.034401355,4.01050394,4.910261346,4.966121953,6.778771153,5.45024575,6.789084682,15.89333768,10.46384912,12.19781605,7.523898964,13.54438016,10.83472485,8.624394928,6.934671625,7.825898344,21.96008965,44.24408936,79.6898272,106.1651363,0.159042959,9.078342103,13.76278651,17.81969871,20.73757623,3.622854178,14.88490754,16.13672725,44.0911515,49.66200147,0.935862254,1.226379466,0.093741928,0.72707795,-4.813302368,0.743398393,-3.114954076,-2.009902411,-6.340413318,-3.76793915
723.417,0,19.65512306,32.22714487,15.84768105,13.88495227,12.5525831,1.234388086,15.26635837,33.65327896,63.72646834,72.65994247,2.288149057,2.957584314,3.608589619,4.463898006,5.985954034,7.091832597,-0.866943361,4.469623809,2.230020125,4.883191177,5.680823749,14.77412947,12.60934039,5.648598756,6.87925208,17.78135341,26.11342178,47.97580376,79.25407572,97.86423389,-2.739863256,3.15398479,9.66371697,15.42073028,16.2962008,17.75494119,12.40602643,21.7450285,41.20816661,54.89799321,0.200094914,0.453108126,1.23928463,0.496771416,-2.6450299,11.89145372,6.378445148,5.231992589,0.183741218,-2.692040454
723.753,0,11.62074405,26.94673756,14.07189225,11.92548772,12.10036723,3.301576508,18.6608918,35.45850302,54.4298184,74.86012461,-1.471528161,0.134820644,0.436451429,-0.569056831,1.313040571,6.091610515,9.55845238,2.837890891,18.17548133,11.76899472,-1.38885429,12.62407526,8.814661852,5.83770982,4.713984523,7.536623568,28.73836799,32.46905808,70.11071527,100.7416848,-5.268211545,1.302158573,7.282044389,13.53173647,14.83399504,21.73212455,14.55264571,26.83800192,42.81482446,55.6698514,-0.957587874,-2.417203958,0.340083978,-0.124038636,-0.433627845,6.16479047,4.756500678,-0.789068807,3.444940363,0.415860588
724.088,0,1.566939357,16.53889254,9.721932211,9.42292459,9.991344587,3.60190514,13.69166654,27.57567894,59.8653579,71.15193796,-2.500507411,-1.207912244,-0.460848597,-0.451190599,-0.963084365,10.40903082,4.456037301,8.990445129,6.385218844,12.42687397,-2.341765076,11.55032492,10.195581,5.988138069,2.934892802,14.50742923,27.76095704,37.62404751,70.87773099,99.77194717,-4.765445665,-1.553227871,6.488594366,13.45384879,15.00801335,17.71276978,8.044939152,18.89857528,34.58652625,55.86869841,1.330158316,1.376352253,1.739633308,1.70848795,1.440461965,4.738587783,-1.929426563,1.488436169,3.763766911,1.352170886
724.423,0,-2.257487531,12.01156716,9.034710432,9.274288241,10.19168671,9.464833454,14.60147664,31.92271529,61.41775976,67.56940056,-2.55564101,-1.77466014,-2.745896435,-1.137760461,-2.548870742,13.18652205,8.768535393,4.260631508,9.91498005,17.86382357,-5.539549108,9.861840446,10.82934053,5.695947885,2.269556858,6.710754884,23.90896901,39.90186816,62.46685765,92.09459665,-5.898015446,-3.447265757,3.716661756,11.00250474,13.32295252,21.45489194,18.90415117,27.1702377,44.7867918,51.30488309,0.866965467,0.635241797,1.309052927,0.447278137,2.971885187,3.34930459,3.480543282,0.957498855,7.623492502,1.794630862
724.759,0,-8.033588513,8.016495122,6.900663949,7.690739068,8.275476093,7.303774195,16.54159664,28.7069258,63.08264091,76.14358197,-3.911690069,-2.538606346,-3.18656914,-2.898718988,-3.495932594,8.976795162,6.028684744,4.581831944,8.546287462,3.03641969,-6.161123854,10.38655858,13.11886102,8.395501543,4.314848651,5.244501421,19.17320524,30.71249846,63.51167676,88.48233041,-4.920487058,-1.526070295,3.80327433,11.2540636,13.06153115,0.776306653,10.41187164,14.71705768,32.197611,43.34131746,-0.679431733,-1.274351749,1.268765382,0.933088042,3.488836258,7.371234208,7.303206997,11.00016197,6.112730807,2.483803045
725.094,0,-12.20865622,1.899689343,6.194270715,6.781036856,6.774880041,-1.238482194,8.91284436,26.70487016,54.2975019,67.64993698,-5.672286577,-2.900665809,-3.255231574,-4.515886498,-5.622660147,7.35442975,10.52552976,11.93186532,14.01108475,16.36991189,-6.871470609,8.553735605,14.42019374,10.58248133,4.94060671,7.121577752,21.496789,40.37447237,54.73867897,87.68344351,-3.551297273,-3.67446831,1.390005393,6.654700505,11.0246489,10.66817328,18.4175543,28.86555111,29.2610379,48.66730919,-0.562202578,1.228715864,1.735867032,1.709561157,2.063123286,12.63182466,14.24248235,10.06327584,12.38672458,6.759426766
725.429,0,-17.77652996,-5.647294272,2.131979146,5.888942251,4.52059516,3.198755407,9.978750854,20.53122866,48.23632086,48.74630037,-3.942637,-2.119346276,-1.488729584,-4.826464882,-5.37320203,8.072614278,11.19878976,9.493008423,6.595796876,13.45490228,-8.921532815,6.886062382,13.01692038,10.6854178,5.55768517,7.176462643,14.27938981,27.00402944,46.01220089,73.29986719,-3.176132632,-4.899736699,-1.856214523,4.511336957,7.828793638,4.159607914,13.09736745,19.0338111,31.52366619,34.2381669,-0.118344312,-0.535554483,1.912689083,2.612813813,0.297511234,10.56115244,-2.033023817,-2.010934307,-1.005072698,-6.330222394
